medium	description	compound	name	vmh.id	modelseed	maxFlux
HumanMilk	Average Human Mother Milk Composition	na1	Sodium	na1	cpd00971	4.6998616152
HumanMilk	Average Human Mother Milk Composition	k	K+	k	cpd00205	4.8205028381
HumanMilk	Average Human Mother Milk Composition	cl	Cl-	cl	cpd00099	4.7975326975
HumanMilk	Average Human Mother Milk Composition	fe2	Fe2+	fe2	cpd00021	0.01
HumanMilk	Average Human Mother Milk Composition	fe3	fe3	fe3	cpd10516	1
HumanMilk	Average Human Mother Milk Composition	zn2	Zn2+	zn2	cpd00034	1
HumanMilk	Average Human Mother Milk Composition	cu2	Cu2+	cu2	cpd00058	1
HumanMilk	Average Human Mother Milk Composition	sel	Selenate	sel	cpd03396	1
HumanMilk	Average Human Mother Milk Composition	mn2	Mn2+	mn2	cpd00030	1
HumanMilk	Average Human Mother Milk Composition	cro4	chromate	cro4	cpd11595	1
HumanMilk	Average Human Mother Milk Composition	mobd	Molybdate	mobd	cpd11574	1
HumanMilk	Average Human Mother Milk Composition	so4	Sulfate	so4	cpd00048	1
HumanMilk	Average Human Mother Milk Composition	no2	Nitrite	no2	cpd00075	1
HumanMilk	Average Human Mother Milk Composition	no3	Nitrate	no3	cpd00209	1
HumanMilk	Average Human Mother Milk Composition	chsterol	Cholesterol	chsterol	cpd00160	2.1845190417
HumanMilk	Average Human Mother Milk Composition	glyc	Glycerol	glyc	cpd00100	4.3346963545
HumanMilk	Average Human Mother Milk Composition	4abut	GABA	4abut	cpd00281	0.1709484257
HumanMilk	Average Human Mother Milk Composition	crn	Carnitine	crn	cpd00266	0.24895477
HumanMilk	Average Human Mother Milk Composition	cit	Citrate	cit	cpd00137	4.21875
HumanMilk	Average Human Mother Milk Composition	fum	Fumarate	fum	cpd00106	0.0238853503
HumanMilk	Average Human Mother Milk Composition	lac__L	L-Lactate	lac_L	cpd00159	0.6109550562
HumanMilk	Average Human Mother Milk Composition	pyr	Pyruvate	pyr	cpd00020	0.0563575242
HumanMilk	Average Human Mother Milk Composition	succ	Succinate	succ	cpd00036	0.0826121164
HumanMilk	Average Human Mother Milk Composition	ac	Acetate	ac	cpd00029	0.2606635071
HumanMilk	Average Human Mother Milk Composition	but	Butyrate	but	cpd00211	1.387283237
HumanMilk	Average Human Mother Milk Composition	chol	Choline	chol	cpd00098	1.1832061069
HumanMilk	Average Human Mother Milk Composition	etha	Aminoethanol	etha	cpd00162	0.4229220066
HumanMilk	Average Human Mother Milk Composition	inost	L-Inositol	inost	cpd00121	3.1684981685
HumanMilk	Average Human Mother Milk Composition	cytd	Cytidine	cytd	cpd00367	0.0337703615
HumanMilk	Average Human Mother Milk Composition	hxan	HYXN	hxan	cpd00226	0.0228946845
HumanMilk	Average Human Mother Milk Composition	uri	Uridine	uri	cpd00249	0.070005916
HumanMilk	Average Human Mother Milk Composition	taur	Taurine	taur	cpd00210	1.3768115942
HumanMilk	Average Human Mother Milk Composition	for	Formate	for	cpd00047	0.1190941039
HumanMilk	Average Human Mother Milk Composition	meoh	Methanol	meoh	cpd00116	0.2253628724
HumanMilk	Average Human Mother Milk Composition	cmp	CMP	cmp	cpd00046	3.7022165114
HumanMilk	Average Human Mother Milk Composition	ump	UMP	ump	cpd00091	2.623935895
HumanMilk	Average Human Mother Milk Composition	amp	AMP	amp	cpd00018	2.5099681593
HumanMilk	Average Human Mother Milk Composition	imp	IMP	imp	cpd00114	2.8393524284
HumanMilk	Average Human Mother Milk Composition	gmp	GMP	gmp	cpd00126	2.1630094044
HumanMilk	Average Human Mother Milk Composition	udp	UDP	udp	cpd00014	2.32
HumanMilk	Average Human Mother Milk Composition	cdp	CDP	cdp	cpd00096	3.5137138621
HumanMilk	Average Human Mother Milk Composition	adp	ADP	adp	cpd00008	1.2255772647
HumanMilk	Average Human Mother Milk Composition	gdp	GDP	gdp	cpd00031	1.5165876777
HumanMilk	Average Human Mother Milk Composition	dad_2	Deoxyadenosine	dad_2	cpd00438	0.0248756219
HumanMilk	Average Human Mother Milk Composition	ade	Adenine	ade	cpd00128	0.0248756219
HumanMilk	Average Human Mother Milk Composition	thymd	Thymidine	thymd	cpd00184	0.0248756219
HumanMilk	Average Human Mother Milk Composition	gua	Guanine	gua	cpd00207	0.0248756219
HumanMilk	Average Human Mother Milk Composition	dgsn	Deoxyguanosine	dgsn	cpd00277	0.0248756219
HumanMilk	Average Human Mother Milk Composition	csn	Cytosine	csn	cpd00307	0.0248756219
HumanMilk	Average Human Mother Milk Composition	akg	2-Oxoglutarate	akg	cpd00024	0.3789279113
HumanMilk	Average Human Mother Milk Composition	dcyt	Deoxycytidine	dcyt	cpd00654	0.0248756219
HumanMilk	Average Human Mother Milk Composition	ins	Inosine	ins	cpd00246	0.0248756219
HumanMilk	Average Human Mother Milk Composition	mal__L	L-Malate	mal_L	cpd00130	0.0238853503
HumanMilk	Average Human Mother Milk Composition	ura	Uracil	ura	cpd00092	0.0248756219
HumanMilk	Average Human Mother Milk Composition	xan	Xanthine	xan	cpd00309	0.0248756219
HumanMilk	Average Human Mother Milk Composition	nmn	Nicotinamide ribonucleotide	nmn	cpd00355	0.0248756219
HumanMilk	Average Human Mother Milk Composition	adn	Adenosine	adn	cpd00182	0.0248756219
HumanMilk	Average Human Mother Milk Composition	gthrd	GSH	gthrd	cpd00042	1.6777408638
HumanMilk	Average Human Mother Milk Composition	ncam	Nicotinamide	ncam	cpd00133	0.1966490993
HumanMilk	Average Human Mother Milk Composition	gthox	Oxidized glutathione	gthox	cpd00111	1.6777408638
HumanMilk	Average Human Mother Milk Composition	orn	Ornithine	orn	cpd00064	0.3703703704
HumanMilk	Average Human Mother Milk Composition	etoh	Ethanol	etoh	cpd00363	0.1923076923
HumanMilk	Average Human Mother Milk Composition	26dap__M	meso-2,6-Diaminopimelate	26dap_M	cpd00516	0.1076320939
HumanMilk	Average Human Mother Milk Composition	h	H+	h	cpd00067	0.0099800399
HumanMilk	Average Human Mother Milk Composition	h2o	H2O	h2o	cpd00001	1000
HumanMilk	Average Human Mother Milk Composition	acald	Acetaldehyde	acald	cpd00071	0.1923076923
HumanMilk	Average Human Mother Milk Composition	cobalt2	Co2+	cobalt2	cpd00149	1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	h2o	H2O	h2o	cpd00001	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	pi	Phosphate	pi	cpd00009	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	co2	CO2	co2	cpd00011	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	nh4	NH3	nh4	cpd00013	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	amp	AMP	amp	cpd00018	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	glu__L	L-Glutamate	glu_L	cpd00023	0.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	glc__D	D-Glucose	glc_D	cpd00027	2
HM.abst	anaerobic rough estimation of human milk components after absorbtion	pheme	Heme	pheme	cpd00028	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ac	acetate	ac	cpd00029	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	mn2	Mn2+	mn2	cpd00030	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	gly	Glycine	gly	cpd00033	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	zn2	Zn2+	zn2	cpd00034	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ala__L	L-Alanine	ala_L	cpd00035	0.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	lys__L	L-Lysine	lys_L	cpd00039	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	asp__L	L-Aspartate	asp_L	cpd00041	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cmp	CMP	cmp	cpd00046	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	so4	Sulfate	so4	cpd00048	1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	arg__L	L-Arginine	arg_L	cpd00051	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ser__L	L-Serine	ser_L	cpd00054	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cu2	Cu2+	cu2	cpd00058	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	met__L	L-Methionine	met_L	cpd00060	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ca2	Ca2+	ca2	cpd00063	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	trp__L	L-Tryptophan	trp_L	cpd00065	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	phe__L	L-Phenylalanine	phe_L	cpd00066	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	h	H+	h	cpd00067	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	tyr__L	L-Tyrosine	tyr_L	cpd00069	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cys__L	L-Cysteine	cys_L	cpd00084	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ump	UMP	ump	cpd00091	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ura	Uracil	ura	cpd00092	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cl	Cl-	cl	cpd00099	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	leu__L	L-Leucine	leu_L	cpd00107	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	his__L	L-Histidine	his_L	cpd00119	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	gmp	GMP	gmp	cpd00126	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	pro__L	L-Proline	pro_L	cpd00129	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ppa	Propionate	ppa	cpd00141	0.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cobalt2	Co2+	cobalt2	cpd00149	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	val__L	L-Valine	val_L	cpd00156	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	lac__L	L-Lactate	lac_L	cpd00159	1.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	thr__L	L-Threonine	thr_L	cpd00161	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	adn	Adenosine	adn	cpd00182	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	thymd	Thymidine	thymd	cpd00184	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	k	K+	k	cpd00205	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	lcts	LACT	lcts	cpd00208	1.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	but	Butyrate	but	cpd00211	0.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	pydx	Pyridoxal	pydx	cpd00215	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	nac	Niacin	nac	cpd00218	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ribflv	Riboflavin	ribflv	cpd00220	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	lac__D	D-lactate	lac_D	cpd00221	1.5
HM.abst	anaerobic rough estimation of human milk components after absorbtion	hxan	HYXN	hxan	cpd00226	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	h2s	H2S	h2s	cpd00239	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ins	Inosine	ins	cpd00246	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	uri	Uridine	uri	cpd00249	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	mg2	Mg	mg2	cpd00254	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	thm	Thiamine	thm	cpd00305	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	gsn	Guanosine	gsn	cpd00311	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	ile__L	L-Isoleucine	ile_L	cpd00322	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	etoh	ethanol	etoh	cpd00363	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	fol	Folate	fol	cpd00393	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	dad_2	Deoxyadenosine	dad_2	cpd00438	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	hg2	Hg2+	hg2	cpd00531	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	lipoate	Lipoate	lipoate	cpd00541	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	pant__R	PAN	pant_R	cpd00644	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	dcyt	Deoxycytidine	dcyt	cpd00654	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	na1	Na+	na1	cpd00971	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cd2	Cd2+	cd2	cpd01012	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	aso4	Arsenate	aso4	cpd01048	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cbl1	Vitamin B12	cbl1	cpd03424	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	fe2	Fe2+	fe2	cpd10515	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	fe3	fe3	fe3	cpd10516	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	cro4	chromate	cro4	cpd11595	100
HM.abst	anaerobic rough estimation of human milk components after absorbtion	fuc__L	L-Fucose	fuc_L	cpd00751	1
HM.abst	anaerobic rough estimation of human milk components after absorbtion	succ	Succinate	succ	cpd00036	0.1
HM.abst	anaerobic rough estimation of human milk components after absorbtion		2-fucosyllactose	2fl	cpd90001	2
HM.abst	anaerobic rough estimation of human milk components after absorbtion		Lacto-N-tetraose		cpd03807	1
LB_marinos	LB broth composition as modelled by G. Marinos	na1	Na+	na1	cpd00971	187
LB_marinos	LB broth composition as modelled by G. Marinos	cl	Cl-	cl	cpd00099	172
LB_marinos	LB broth composition as modelled by G. Marinos	ca2	Ca2+	ca2	cpd00063	0.0801
LB_marinos	LB broth composition as modelled by G. Marinos	fe2	Fe2+	fe2	cpd10515	0.2
LB_marinos	LB broth composition as modelled by G. Marinos	fe3	fe3	fe3	cpd10516	0.00453
LB_marinos	LB broth composition as modelled by G. Marinos	so4	Sulfate	so4	cpd00048	0.39
LB_marinos	LB broth composition as modelled by G. Marinos	pi	Phosphate	pi	cpd00009	10
LB_marinos	LB broth composition as modelled by G. Marinos	mg2	Mg	mg2	cpd00254	0.235
LB_marinos	LB broth composition as modelled by G. Marinos	k	K+	k	cpd00205	2.58
LB_marinos	LB broth composition as modelled by G. Marinos	ala__L	L-Alanine	ala_L	cpd00035	6.73
LB_marinos	LB broth composition as modelled by G. Marinos	asp__L	L-Aspartate	asp_L	cpd00041	5.9
LB_marinos	LB broth composition as modelled by G. Marinos	asn__L	L-Asparagine	asn_L	cpd00132	0.833
LB_marinos	LB broth composition as modelled by G. Marinos	glu__L	L-Glutamate	glu_L	cpd00023	13.5
LB_marinos	LB broth composition as modelled by G. Marinos	gln__L	L-Glutamine	gln_L	cpd00053	0.137
LB_marinos	LB broth composition as modelled by G. Marinos	gly	Glycine	gly	cpd00033	4.26
LB_marinos	LB broth composition as modelled by G. Marinos	his__L	L-Histidine	his_L	cpd00119	1.64
LB_marinos	LB broth composition as modelled by G. Marinos	ile__L	L-Isoleucine	ile_L	cpd00322	5.34
LB_marinos	LB broth composition as modelled by G. Marinos	leu__L	L-Leucine	leu_L	cpd00107	7.28
LB_marinos	LB broth composition as modelled by G. Marinos	lys__L	L-Lysine	lys_L	cpd00039	5.81
LB_marinos	LB broth composition as modelled by G. Marinos	met__L	L-Methionine	met_L	cpd00060	1.68
LB_marinos	LB broth composition as modelled by G. Marinos	phe__L	L-Phenylalanine	phe_L	cpd00066	3.93
LB_marinos	LB broth composition as modelled by G. Marinos	pro__L	L-Proline	pro_L	cpd00129	6.6
LB_marinos	LB broth composition as modelled by G. Marinos	ser__L	L-Serine	ser_L	cpd00054	2.85
LB_marinos	LB broth composition as modelled by G. Marinos	thr__L	L-Threonine	thr_L	cpd00161	2.18
LB_marinos	LB broth composition as modelled by G. Marinos	trp__L	L-Tryptophan	trp_L	cpd00065	0.514
LB_marinos	LB broth composition as modelled by G. Marinos	tyr__L	L-Tyrosine	tyr_L	cpd00069	1.05
LB_marinos	LB broth composition as modelled by G. Marinos	val__L	L-Valine	val_L	cpd00156	6.53
LB_marinos	LB broth composition as modelled by G. Marinos	arg__L	L-Arginine	arg_L	cpd00051	3.62
LB_marinos	LB broth composition as modelled by G. Marinos	nh4	NH3	nh4	cpd00013	2.38
LB_marinos	LB broth composition as modelled by G. Marinos	pheme	Heme	pheme	cpd00028	0.0157
LB_marinos	LB broth composition as modelled by G. Marinos	cys__L	L-Cysteine	cys_L	cpd00084	0.579
LB_marinos	LB broth composition as modelled by G. Marinos	btn	Biotin	btn	cpd00104	0.00503
LB_marinos	LB broth composition as modelled by G. Marinos	adocbl	Calomide	adocbl	cpd00166	7.38E-06
LB_marinos	LB broth composition as modelled by G. Marinos	fol	Folate	fol	cpd00393	0.01
LB_marinos	LB broth composition as modelled by G. Marinos	pydam	Pyridoxamine	pydam	cpd00419	0.000892
LB_marinos	LB broth composition as modelled by G. Marinos	thm	Thiamine	thm	cpd00305	0.000188
LB_marinos	LB broth composition as modelled by G. Marinos	ribflv	Riboflavin	ribflv	cpd00220	0.000133
LB_marinos	LB broth composition as modelled by G. Marinos	glc__D	D-Glucose	glc_D	cpd00027	1.27
LB_marinos	LB broth composition as modelled by G. Marinos	o2	O2	o2	cpd00007	20
LB_marinos	LB broth composition as modelled by G. Marinos	co2	CO2	co2	cpd00011	0.622
LB_marinos	LB broth composition as modelled by G. Marinos	h2o	H2O	h2o	cpd00001	1000
LB_marinos	LB broth composition as modelled by G. Marinos	h	H+	h	cpd00067	6.31E-05
LB_marinos	LB broth composition as modelled by G. Marinos	cro4	chromate	cro4	cpd11595	100
LB_marinos	LB broth composition as modelled by G. Marinos	mn2	Mn2+	mn2	cpd00030	0.1
LB_marinos	LB broth composition as modelled by G. Marinos	zn2	Zn2+	zn2	cpd00034	0.1
LB_marinos	LB broth composition as modelled by G. Marinos	cu2	Cu2+	cu2	cpd00058	0.1
LB_marinos	LB broth composition as modelled by G. Marinos	cobalt2	Co2+	cobalt2	cpd00149	0.1
LB_marinos	LB broth composition as modelled by G. Marinos	hg2	Hg2+	hg2	cpd00531	100
LB_marinos	LB broth composition as modelled by G. Marinos	cd2	Cd2+	cd2	cpd01012	6.67E-05
LB_marinos	LB broth composition as modelled by G. Marinos	arab__L	L-arabinose	arab_L	cpd00224	0.763
LB_marinos	LB broth composition as modelled by G. Marinos	man	D-mannose	man	cpd00138	1.27
LB_marinos	LB broth composition as modelled by G. Marinos	cellb	CELB	cellb	cpd00158	0.707
LB_marinos	LB broth composition as modelled by G. Marinos	ade	Adenine	ade	cpd00128	0.262
LB_marinos	LB broth composition as modelled by G. Marinos	gua	Guanine	gua	cpd00207	0.206
LB_marinos	LB broth composition as modelled by G. Marinos	csn	Cytosine	csn	cpd00307	0.155
LB_marinos	LB broth composition as modelled by G. Marinos	ura	Uracil	ura	cpd00092	0.204
LB_marinos	LB broth composition as modelled by G. Marinos	amp	AMP	amp	cpd00018	0.01
LB_marinos	LB broth composition as modelled by G. Marinos	gmp	GMP	gmp	cpd00126	0.01
LB_marinos	LB broth composition as modelled by G. Marinos	cmp	CMP	cmp	cpd00046	0.01
LB_marinos	LB broth composition as modelled by G. Marinos	ump	UMP	ump	cpd00091	0.01
LB_marinos	LB broth composition as modelled by G. Marinos	sheme	Siroheme	sheme	cpd00557	0.0157
LB_marinos	LB broth composition as modelled by G. Marinos	pnto__R	Pantothenate	pnto_R	cpd00644	0.0029
M9_glc_sw	M9 medium with glucose as sole carbon source	h2o	H2O	h2o	cpd00001	100
M9_glc_sw	M9 medium with glucose as sole carbon source	o2	O2	o2	cpd00007	100
M9_glc_sw	M9 medium with glucose as sole carbon source	pi	Phosphate	pi	cpd00009	100
M9_glc_sw	M9 medium with glucose as sole carbon source	glc__D	D-Glucose	glc_D	cpd00027	10
M9_glc_sw	M9 medium with glucose as sole carbon source	mn2	Mn2+	mn2	cpd00030	100
M9_glc_sw	M9 medium with glucose as sole carbon source	zn2	Zn2+	zn2	cpd00034	100
M9_glc_sw	M9 medium with glucose as sole carbon source	so4	Sulfate	so4	cpd00048	1
M9_glc_sw	M9 medium with glucose as sole carbon source	cu2	Cu2+	cu2	cpd00058	100
M9_glc_sw	M9 medium with glucose as sole carbon source	ca2	Ca2+	ca2	cpd00063	100
M9_glc_sw	M9 medium with glucose as sole carbon source	h	H+	h	cpd00067	1
M9_glc_sw	M9 medium with glucose as sole carbon source	cl	Cl-	cl	cpd00099	100
M9_glc_sw	M9 medium with glucose as sole carbon source	cobalt2	Co2+	cobalt2	cpd00149	100
M9_glc_sw	M9 medium with glucose as sole carbon source	k	K+	k	cpd00205	100
M9_glc_sw	M9 medium with glucose as sole carbon source	mg2	Mg	mg2	cpd00254	100
M9_glc_sw	M9 medium with glucose as sole carbon source	hg2	Hg2+	hg2	cpd00531	100
M9_glc_sw	M9 medium with glucose as sole carbon source	na1	Na+	na1	cpd00971	100
M9_glc_sw	M9 medium with glucose as sole carbon source	cd2	Cd2+	cd2	cpd01012	100
M9_glc_sw	M9 medium with glucose as sole carbon source	aso4	Arsenate	aso4	cpd01048	100
M9_glc_sw	M9 medium with glucose as sole carbon source	fe2	Fe2+	fe2	cpd10515	100
M9_glc_sw	M9 medium with glucose as sole carbon source	fe3	fe3	fe3	cpd10516	100
M9_glc_sw	M9 medium with glucose as sole carbon source	cro4	chromate	cro4	cpd11595	100
M9_glc_sw	M9 medium with glucose as sole carbon source	nh4	NH3	nh4	cpd00013	100
M9_glc_sw	M9 medium with glucose as sole carbon source	co2	CO2	co2	cpd00011	1
M9_glc_sw	M9 medium with glucose as sole carbon source	mobd	Molybdate	mobd	cpd11574	100
M9_succ_sw	M9 medium with succinate as sole carbon source	h2o	H2O	h2o	cpd00001	100
M9_succ_sw	M9 medium with succinate as sole carbon source	o2	O2	o2	cpd00007	100
M9_succ_sw	M9 medium with succinate as sole carbon source	pi	Phosphate	pi	cpd00009	100
M9_succ_sw	M9 medium with succinate as sole carbon source	succ	Succinate	succ	cpd00036	15
M9_succ_sw	M9 medium with succinate as sole carbon source	mn2	Mn2+	mn2	cpd00030	100
M9_succ_sw	M9 medium with succinate as sole carbon source	zn2	Zn2+	zn2	cpd00034	100
M9_succ_sw	M9 medium with succinate as sole carbon source	so4	Sulfate	so4	cpd00048	1
M9_succ_sw	M9 medium with succinate as sole carbon source	cu2	Cu2+	cu2	cpd00058	100
M9_succ_sw	M9 medium with succinate as sole carbon source	ca2	Ca2+	ca2	cpd00063	100
M9_succ_sw	M9 medium with succinate as sole carbon source	h	H+	h	cpd00067	100
M9_succ_sw	M9 medium with succinate as sole carbon source	cl	Cl-	cl	cpd00099	100
M9_succ_sw	M9 medium with succinate as sole carbon source	cobalt2	Co2+	cobalt2	cpd00149	100
M9_succ_sw	M9 medium with succinate as sole carbon source	k	K+	k	cpd00205	100
M9_succ_sw	M9 medium with succinate as sole carbon source	mg2	Mg	mg2	cpd00254	100
M9_succ_sw	M9 medium with succinate as sole carbon source	hg2	Hg2+	hg2	cpd00531	100
M9_succ_sw	M9 medium with succinate as sole carbon source	na1	Na+	na1	cpd00971	100
M9_succ_sw	M9 medium with succinate as sole carbon source	cd2	Cd2+	cd2	cpd01012	100
M9_succ_sw	M9 medium with succinate as sole carbon source	aso4	Arsenate	aso4	cpd01048	100
M9_succ_sw	M9 medium with succinate as sole carbon source	fe2	Fe2+	fe2	cpd10515	100
M9_succ_sw	M9 medium with succinate as sole carbon source	fe3	fe3	fe3	cpd10516	100
M9_succ_sw	M9 medium with succinate as sole carbon source	cro4	chromate	cro4	cpd11595	100
M9_succ_sw	M9 medium with succinate as sole carbon source	nh4	NH3	nh4	cpd00013	100
M9_succ_sw	M9 medium with succinate as sole carbon source	co2	CO2	co2	cpd00011	1
M9_succ_sw	M9 medium with succinate as sole carbon source	mobd	Molybdate	mobd	cpd11574	100
Complete	complete	12dgr180	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	12dgr180	cpd15311	1
Complete	complete	15dap	1,5-Diaminopentane	15dap	cpd01155	1
Complete	complete	26dap__M	meso-2,6-Diaminoheptanedioate	26dap_M	cpd00516	1
Complete	complete	2dmmq8	2-Demethylmenaquinone 8	2dmmq8	cpd15352	1
Complete	complete	2obut	2-Oxobutanoate	2obut	cpd00094	1
Complete	complete	3mop	3-methyl-2-oxopentanoate	3mop	cpd00508	1
Complete	complete	4abz	4 Aminobenzoate	4abz	cpd00443	1
Complete	complete	4hbz	4-Hydroxybenzoate	4hbz	cpd00136	1
Complete	complete	ac	Acetate	ac	cpd00029	1
Complete	complete	acgam	N-Acetyl-D-glucosamine	acgam	cpd00122	1
Complete	complete	acmana	N-acetyl-D-mannosamine	acmana	cpd00492	1
Complete	complete	acnam	N-Acetylneuraminate	acnam	cpd00232	1
Complete	complete	ade	Adenine	ade	cpd00128	1
Complete	complete	adn	Adenosine	adn	cpd00182	1
Complete	complete	adpcbl	Adenosylcobalamin	adpcbl	cpd00166	1
Complete	complete	ala__D	D-Alanine	ala_D	cpd00117	1
Complete	complete	ala__L	L-alanine	ala_L	cpd00035	1
Complete	complete	amet	S-Adenosyl-L-methionine	amet	cpd00017	1
Complete	complete	amp	AMP	amp	cpd00018	1
Complete	complete	amylopect900	Amylopectin (900 glucose units)	amylopect900	cpd00265	1
Complete	complete	amylose300	Amylose	amylose300	cpd11735	1
Complete	complete	arab__D	D-Arabinose	arab_D	cpd00185	1
Complete	complete	arab__L	L-Arabinose	arab_L	cpd19109	1
Complete	complete	arabinan101	Arabinan	arabinan101	cpd15928	1
Complete	complete	arabinogal	Larch arabinogalactan	arabinogal	cpd11699	1
Complete	complete	arabinoxyl	Arabinoxylan	arabinoxyl	cpd22387	1
Complete	complete	arg__L	L-Arginine	arg_L	cpd00051	1
Complete	complete	asn__L	L-asparagine	asn_L	cpd00132	1
Complete	complete	asp__L	L-Aspartate	asp_L	cpd00041	1
Complete	complete	bglc	beta glucans	bglc	cpd22448	1
Complete	complete	btn	Biotin	btn	cpd00104	1
Complete	complete	but	Butyrate (n-C4:0)	but	cpd00211	1
Complete	complete	ca2	Calcium	ca2	cpd00063	100
Complete	complete	cbl1	Cob(I)alamin	cbl1	cpd00635	1
Complete	complete	cbl2	Cob(II)alamin	cbl2	cpd00423	1
Complete	complete	cellb	Cellobiose	cellb	cpd03845	1
Complete	complete	cellul	Cellulose	cellul	cpd00158	1
Complete	complete	cgly	Cys-Gly	cgly	cpd01017	1
Complete	complete	chol	Choline	chol	cpd00098	1
Complete	complete	chor	Chorismate	chor	cpd00216	1
Complete	complete	chsterol	cholesterol	chsterol	cpd00160	1
Complete	complete	cit	Citrate	cit	cpd00137	1
Complete	complete	cl	Chloride	cl	cpd00099	100
Complete	complete	cobalt2	Co2+	cobalt2	cpd00149	100
Complete	complete	csn	Cytosine	csn	cpd00307	1
Complete	complete	cu2	Cu2+	cu2	cpd00058	100
Complete	complete	cys__L	L-cysteine	cys_L	cpd00084	1
Complete	complete	cytd	Cytidine	cytd	cpd00367	1
Complete	complete	dad__2	2-deoxyadenosine	dad_2	cpd00438	1
Complete	complete	dcyt	Deoxycytidine	dcyt	cpd00654	1
Complete	complete	ddca	laurate	ddca	cpd01741	1
Complete	complete	dextran40	Dextran 40, (1,6-alpha-D-Glucan)	dextran40	cpd11658	1
Complete	complete	dgsn	Deoxyguanosine	dgsn	cpd00277	1
Complete	complete	drib	Deoxyribose	drib	cpd01242	1
