locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
201891	SO2753	1	139	2873248	2875431	-		prolyl endopeptidase (NCBI ptt file)	0.4592	123	TRUE
10942700	SO_2754	99	139	2876109	2876573	-			0.4409	23	TRUE
370237	SO2753.2	1	139	2876560	2876928	-		hypothetical sodium-type flagellar protein MotY (NCBI ptt file)	0.4553	19	TRUE
201892	SO2755	1	139	2877122	2877790	+	rnt	ribonuclease T (NCBI ptt file)	0.4694	27	FALSE
10942701	SO_2756	99	139	2877862	2878467	-			0.4686	23	TRUE
201893	SO2757	1	139	2878837	2880156	+		membrane protein, putative (NCBI ptt file)	0.4795	53	TRUE
201894	SO2758	1	139	2880233	2881636	-		GGDEF family protein (NCBI ptt file)	0.4046	90	TRUE
201895	SO2759	1	139	2881826	2882452	-	upp	uracil phosphoribosyltransferase (NCBI ptt file)	0.4609	30	TRUE
201896	SO2760	1	139	2882759	2883817	+	purM	phosphoribosylformylglycinamidine cyclo-ligase (NCBI ptt file)	0.475	45	TRUE
201897	SO2761	1	139	2883817	2884461	+	purN	phosphoribosylglycinamide formyltransferase (NCBI ptt file)	0.4915	26	TRUE
201898	SO2762	1	139	2884602	2885348	+		nagD protein (NCBI ptt file)	0.502	26	TRUE
201899	SO2763	1	139	2885665	2886480	+		conserved hypothetical protein (NCBI ptt file)	0.3848	50	TRUE
370225	SO2763.1	1	139	2886552	2886887	-		hypothetical protein (NCBI ptt file)	0.5327	11	FALSE
10942702	SO_2764	99	139	2886588	2886881	+			0.5476	10	FALSE
201901	SO2766	1	139	2887277	2888845	+		conserved hypothetical protein (NCBI ptt file)	0.4767	79	TRUE
201902	SO2767	1	139	2889318	2890982	+	asnB-1	asparagine synthetase B, glutamine-hydrolyzing (NCBI ptt file)	0.4907	69	TRUE
201903	SO2768	1	139	2891056	2892846	-		acyl-CoA dehydrogenase family protein (NCBI ptt file)	0.4953	74	TRUE
201904	SO2769	1	139	2893074	2893922	+		conserved hypothetical protein (NCBI ptt file)	0.4782	40	TRUE
201906	SO2771	1	139	2894029	2894904	-	garR	2-hydroxy-3-oxopropionate reductase (NCBI ptt file)	0.4874	42	TRUE
201907	SO2772	1	139	2895188	2895667	-		cytosolic long-chain acyl-CoA thioester hydrolase family protein (NCBI ptt file)	0.4708	22	TRUE
201908	SO2773	1	139	2895784	2896152	-		hypothetical protein (NCBI ptt file)	0.458	19	TRUE
201909	SO2774	1	139	2896330	2897568	-	fabF-1	3-oxoacyl-(acyl-carrier-protein) synthase II (NCBI ptt file)	0.498	53	TRUE
201910	SO2775	1	139	2897778	2898011	-	acpP	acyl carrier protein (NCBI ptt file)	0.4274	6	FALSE
201911	SO2776	1	139	2898175	2898921	-	fabG-1	3-oxoacyl-(acyl-carrier-protein) reductase (NCBI ptt file)	0.4592	32	FALSE
201912	SO2777	1	139	2898931	2899857	-	fabD	malonyl CoA-acyl carrier protein transacylase (NCBI ptt file)	0.4898	43	FALSE
201913	SO2778	1	139	2899962	2900921	-	fabH-1	3-oxoacyl-(acyl-carrier-protein) synthase III (NCBI ptt file)	0.4896	41	FALSE
201914	SO2779	1	139	2900931	2901959	-	plsX	fatty acid/phospholipid synthesis protein PlsX (NCBI ptt file)	0.4713	36	FALSE
201915	SO2780	1	139	2901975	2902145	-	rpmF	ribosomal protein L32 (NCBI ptt file)	0.4737	7	FALSE
201916	SO2781	1	139	2902163	2902687	-		conserved hypothetical protein (NCBI ptt file)	0.4743	21	FALSE
201917	SO2782	1	139	2902945	2903556	+		maf protein, putative (NCBI ptt file)	0.433	35	TRUE
10942703	SO_2783	99	139	2903723	2904160	-			0.5091	15	TRUE
11934331	SO_2784	99	139	2904515	2905474	-			0.4458	53	TRUE
201918	SO2785	1	139	2906071	2909337	+	rne	ribonuclease E (NCBI ptt file)	0.48	117	TRUE
10942704	SO_2786	99	139	2909465	2909674	+			0.481	13	TRUE
201919	SO2787	1	139	2909851	2910060	-		cold shock domain family protein (NCBI ptt file)	0.419	2	FALSE
201920	SO2788	1	139	2910366	2911181	-	rrmA	ribosomal RNA large subunit methyltransferase A (NCBI ptt file)	0.435	41	TRUE
201921	SO2789	1	139	2911216	2912022	-		hypothetical protein (NCBI ptt file)	0.4399	37	TRUE
201922	SO2790	1	139	2912198	2913610	+	sbcB	exodeoxyribonuclease I (NCBI ptt file)	0.46	66	TRUE
201923	SO2791	1	139	2913784	2914674	+	cdd	cytidine deaminase (NCBI ptt file)	0.4882	41	TRUE
201924	SO2792	1	139	2914856	2915071	-		conserved hypothetical protein (NCBI ptt file)	0.5	8	TRUE
201925	SO2793	1	139	2915046	2915393	-		glyoxalase family protein (NCBI ptt file)	0.4626	16	TRUE
201926	SO2794	1	139	2915472	2916176	-		conserved hypothetical protein (NCBI ptt file)	0.4411	28	TRUE
201927	SO2795	1	139	2916529	2916909	+		glyoxalase family protein (NCBI ptt file)	0.4619	15	TRUE
201928	SO2796	1	139	2917161	2920370	+		conserved hypothetical protein (NCBI ptt file)	0.4626	142	TRUE
201929	SO2797	1	139	2920568	2920924	+		conserved hypothetical protein (NCBI ptt file)	0.4342	12	TRUE
201930	SO2798	1	139	2920954	2921646	-		conserved hypothetical protein (NCBI ptt file)	0.4257	42	TRUE
201931	SO2799	1	139	2921807	2922271	+		lipoprotein, putative (NCBI ptt file)	0.4774	15	TRUE
201932	SO2800	1	139	2922390	2922569	-		conserved hypothetical protein (NCBI ptt file)	0.4	14	FALSE
201933	SO2801	1	139	2922559	2923566	-	lpxK	tetraacyldisaccharide 4'-kinase (NCBI ptt file)	0.499	41	FALSE
201934	SO2802	1	139	2923567	2925372	-	msbA	ABC transporter, ATP-binding protein MsbA (NCBI ptt file)	0.4718	82	FALSE
201935	SO2803	1	139	2925405	2927714	-		DNA internalization-related competence protein ComEC/Rec2 (NCBI ptt file)	0.455	117	TRUE
201936	SO2804	1	139	2927759	2928268	+		conserved hypothetical protein (NCBI ptt file)	0.4353	25	TRUE
201937	SO2805	1	139	2928566	2929738	+		conserved hypothetical protein (NCBI ptt file)	0.4561	62	TRUE
201938	SO2806	1	139	2929892	2930296	+		conserved hypothetical protein (NCBI ptt file)	0.4469	21	TRUE
201939	SO2807	1	139	2930446	2930748	+		hypothetical protein (NCBI ptt file)	0.4323	16	TRUE
201940	SO2808	1	139	2930826	2931494	+		conserved hypothetical protein (NCBI ptt file)	0.4679	29	TRUE
201941	SO2809	1	139	2931481	2931822	+		RepA domain protein (NCBI ptt file)	0.3977	15	TRUE
10942705	SO_2810	99	139	2931970	2932302	+			0.4114	20	TRUE
201942	SO2811	1	139	2932306	2933508	-		ISSod4, transposase (NCBI ptt file)	0.4298	70	FALSE
10942706	SO_2812	99	139	2933805	2934182	+			0.4524	17	TRUE
201943	SO2813	1	139	2934468	2935232	-		oxidoreductase, short chain dehydrogenase/reductase family (NCBI ptt file)	0.4941	40	TRUE
201944	SO2815	1	139	2936334	2937653	+		CBS domain protein (NCBI ptt file)	0.4076	64	TRUE
201946	SO2817	1	139	2937842	2939044	-		ISSod4, transposase (NCBI ptt file)	0.4289	71	FALSE
10942707	SO_2818	99	139	2939700	2940116	-			0.5012	15	TRUE
201947	SO2819	1	139	2940206	2941162	-		ISSod11, transposase (NCBI ptt file)	0.395	55	FALSE
10942708	SO_2820	99	139	2941165	2941626	-			0.4459	21	TRUE
201948	SO2821	1	139	2942078	2942329	-		conserved hypothetical protein (NCBI ptt file)	0.4643	12	TRUE
201949	SO2822	1	139	2942458	2944140	+		sensor histidine kinase (NCBI ptt file)	0.4528	82	TRUE
201950	SO2823	1	139	2944137	2944847	+		response regulator (NCBI ptt file)	0.4459	27	TRUE
370321	SO2823.1	1	139	2945043	2946221	+		hypothetical carbon starvation protein A (NCBI ptt file)	0.4716	58	TRUE
10942709	SO_2824	99	139	2946237	2946491	+			0.4745	10	TRUE
201953	SO2827	1	139	2946912	2947283	+		conserved hypothetical protein (NCBI ptt file)	0.4462	15	FALSE
201954	SO2828	1	139	2947286	2947474	-		hypothetical protein (NCBI ptt file)	0.3915	15	TRUE
201955	SO2829	1	139	2947497	2947946	+		conserved domain protein (NCBI ptt file)	0.4444	15	TRUE
201956	SO2830	1	139	2948015	2948953	-		hypothetical protein (NCBI ptt file)	0.4462	45	TRUE
201957	SO2831	1	139	2948996	2949607	-	ribA	GTP cyclohydrolase II (NCBI ptt file)	0.4395	34	FALSE
201958	SO2832	1	139	2949870	2950226	-		conserved hypothetical protein (NCBI ptt file)	0.4594	17	TRUE
201959	SO2833	1	139	2950352	2950813	-	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein (NCBI ptt file)	0.474	18	TRUE
201960	SO2834	1	139	2950929	2953046	-	nrdD	anaerobic ribonucleoside-triphosphate reductase (NCBI ptt file)	0.4783	117	TRUE
201961	SO2835	1	139	2953351	2954076	-		hypothetical protein (NCBI ptt file)	0.4573	24	TRUE
201962	SO2836	1	139	2954146	2955093	-		conserved hypothetical protein (NCBI ptt file)	0.4979	36	TRUE
201964	SO2838	1	139	2955718	2957067	+		ATP-dependent RNA helicase, DEAD box family (NCBI ptt file)	0.4615	66	TRUE
201965	SO2839	1	139	2957182	2957619	+		hypothetical protein (NCBI ptt file)	0.4543	14	TRUE
201966	SO2840	1	139	2957676	2958197	+		conserved hypothetical protein (NCBI ptt file)	0.4253	28	TRUE
201967	SO2841	1	139	2958289	2958756	+		hypothetical protein (NCBI ptt file)	0.3996	20	TRUE
201968	SO2842	1	139	2959098	2960402	-		peptidase, M23/M37 family (NCBI ptt file)	0.4268	83	FALSE
201969	SO2843	1	139	2960659	2963715	-		exonuclease SbcC, putative (NCBI ptt file)	0.4953	118	TRUE
201970	SO2844	1	139	2963712	2964911	-		exonuclease SbcD, putative (NCBI ptt file)	0.4825	56	TRUE
201972	SO2846	1	139	2965205	2965975	-		conserved hypothetical protein (NCBI ptt file)	0.4799	30	TRUE
201973	SO2847	1	139	2966142	2967035	+		transcriptional regulator, LysR family (NCBI ptt file)	0.4676	47	TRUE
201974	SO2848	1	139	2967086	2967481	-		hypothetical protein (NCBI ptt file)	0.4444	17	FALSE
201975	SO2849	1	139	2967521	2967982	-		acetyltransferase, GNAT family (NCBI ptt file)	0.4437	22	TRUE
201976	SO2850	1	139	2968081	2968665	-		acetyltransferase, GNAT family (NCBI ptt file)	0.4684	27	TRUE
2200923	SO_r010	4	139	2969193	2969312	-	Sp5SI	5S ribosomal RNA (RefSeq)	0.5583	3	FALSE
407357	SO_r011	2	139	2969516	2972408	-	Sp23SI	23S ribosomal RNA (RefSeq)	0.5154	141	FALSE
401176	SO_t063	5	139	2972683	2972758	-	tRNA-Ala-5	tRNA-Ala (RefSeq)	0.6447	2	FALSE
401175	SO_t064	5	139	2972897	2972973	-	tRNA-Ile-3	tRNA-Ile (RefSeq)	0.5844	3	FALSE
2200924	SO_r012	3	139	2973049	2974577	-	Sp16SI	16S ribosomal RNA (RefSeq)	0.5481	62	FALSE
201977	SO2851	1	139	2975085	2975648	-		histidinol phosphatase domain protein (NCBI ptt file)	0.4486	26	TRUE
201978	SO2852	1	139	2976182	2976853	+		transcriptional regulator, GntR family (NCBI ptt file)	0.4717	28	TRUE
201979	SO2853	1	139	2976946	2978010	+		3-oxoacyl-(acyl-carrier-protein) synthase III, putative (NCBI ptt file)	0.4648	46	TRUE
201980	SO2854	1	139	2978046	2978645	-		hypothetical protein (NCBI ptt file)	0.47	29	TRUE
201981	SO2855	1	139	2978854	2979399	-		exonuclease (NCBI ptt file)	0.4615	30	TRUE
201982	SO2856	1	139	2979531	2981393	-		CBS domain protein (NCBI ptt file)	0.4503	82	TRUE
201983	SO2857	1	139	2981528	2983264	-		sodium/solute symporter family protein (NCBI ptt file)	0.4755	88	TRUE
201984	SO2858	1	139	2983276	2983542	-		conserved hypothetical protein (NCBI ptt file)	0.3596	16	TRUE
201986	SO2860	1	139	2984462	2985085	-		thiol:disulfide interchange protein, DsbA family (NCBI ptt file)	0.4535	27	TRUE
201987	SO2861	1	139	2985205	2986056	-		conserved hypothetical protein (NCBI ptt file)	0.4836	33	TRUE
201988	SO2862	1	139	2986124	2987329	-		HDIG domain protein (NCBI ptt file)	0.4494	59	TRUE
201989	SO2863	1	139	2987543	2988025	-		conserved hypothetical protein (NCBI ptt file)	0.4369	17	TRUE
201991	SO2865	1	139	2988262	2988882	-		L-lysine exporter, putative (NCBI ptt file)	0.475	31	TRUE
201992	SO2866	1	139	2988995	2989915	+	iciA	chromosome initiation inhibitor (NCBI ptt file)	0.4853	36	TRUE
201993	SO2867	1	139	2989986	2991071	-		permease PerM, putative (NCBI ptt file)	0.4632	50	TRUE
201994	SO2868	1	139	2991272	2991505	-		conserved hypothetical protein (NCBI ptt file)	0.4231	9	TRUE
201995	SO2869	1	139	2991618	2993087	+		conserved hypothetical protein (NCBI ptt file)	0.4769	59	TRUE
201997	SO2871	1	139	2993202	2993570	+		arsenate reductase, putative (NCBI ptt file)	0.4526	20	TRUE
201998	SO2872	1	139	2993623	2993997	+		conserved hypothetical protein (NCBI ptt file)	0.456	25	TRUE
202000	SO2874	1	139	2994301	2994780	+		ISSod10, transposase OrfA (NCBI ptt file)	0.4667	20	FALSE
202001	SO2875	1	139	2994770	2995327	+		ISSod10, transposase OrfB (NCBI ptt file)	0.4839	18	FALSE
202002	SO2876	1	139	2995390	2997342	+		hypothetical protein (NCBI ptt file)	0.4916	91	TRUE
202003	SO2877	1	139	2997457	2998167	-		conserved hypothetical protein (NCBI ptt file)	0.4698	28	TRUE
202004	SO2878	1	139	2998243	2999325	-		conserved hypothetical protein (NCBI ptt file)	0.4552	53	FALSE
202005	SO2879	1	139	2999541	3000779	+	uraA	uracil permease (NCBI ptt file)	0.4746	70	TRUE
202006	SO2880	1	139	3000912	3001244	-		glutaredoxin domain protein (NCBI ptt file)	0.4084	17	FALSE
202007	SO2881	1	139	3001471	3002055	+	SodB	superoxide dismutase, Fe (NCBI ptt file)	0.4581	26	FALSE
202008	SO2882	1	139	3002305	3004239	+		hypothetical Ser protein kinas (NCBI ptt file)	0.4424	89	TRUE
202009	SO2883	1	139	3004305	3005573	+		conserved hypothetical protein (NCBI ptt file)	0.4539	56	TRUE
202010	SO2884	1	139	3005583	3007109	+		conserved hypothetical protein (NCBI ptt file)	0.4427	86	TRUE
202011	SO2885	1	139	3007456	3008178	-	fadR	fatty acid metabolism regulator protein (NCBI ptt file)	0.4481	42	FALSE
202012	SO2886	1	139	3008481	3010082	+	nhaB	Na+/H+ antiporter (NCBI ptt file)	0.4295	81	TRUE
202013	SO2887	1	139	3010180	3010707	+	dsbB	disulfide bond formation protein b (NCBI ptt file)	0.4451	33	TRUE
202014	SO2888	1	139	3010731	3011000	-		hypothetical protein (NCBI ptt file)	0.4148	19	TRUE
202015	SO2889	1	139	3011321	3013930	+		sensory box histidine kinase (NCBI ptt file)	0.4226	127	TRUE
202016	SO2890	1	139	3014339	3014719	-		hypothetical protein (NCBI ptt file)	0.4278	18	TRUE
202017	SO2891	1	139	3015202	3015558	-		conserved hypothetical protein (NCBI ptt file)	0.409	16	TRUE
202019	SO2893	1	139	3015727	3016302	-		conserved hypothetical protein (NCBI ptt file)	0.4115	25	TRUE
202020	SO2894	1	139	3016449	3016904	-		YaiI/YqxD family protein (NCBI ptt file)	0.4583	20	TRUE
202021	SO2895	1	139	3016931	3017569	-	pdxH	pyridoxamine 5'-phosphate oxidase (NCBI ptt file)	0.471	22	FALSE
202022	SO2896	1	139	3017751	3019820	-	ligA	DNA ligase, NAD-dependent (NCBI ptt file)	0.5005	83	FALSE
202023	SO2897	1	139	3019919	3020953	-	zipA	cell division protein ZipA (NCBI ptt file)	0.4734	44	FALSE
202024	SO2898	1	139	3020980	3024417	-		SMC family protein (NCBI ptt file)	0.4942	116	TRUE
202025	SO2899	1	139	3024658	3025437	+	cysZ	cysZ protein (NCBI ptt file)	0.4564	44	TRUE
202026	SO2900	1	139	3025585	3027966	+		hypothetical protein (NCBI ptt file)	0.4668	97	TRUE
202027	SO2901	1	139	3028125	3029150	-	fabH-2	3-oxoacyl-(acyl-carrier-protein) synthase III (NCBI ptt file)	0.4776	48	TRUE
202028	SO2902	1	139	3029243	3030373	-		hypothetical protein (NCBI ptt file)	0.4686	58	TRUE
202029	SO2903	1	139	3030745	3031713	+	cysK	cysteine synthase A (NCBI ptt file)	0.4768	39	TRUE
202031	SO2905	1	139	3031935	3033008	+		O-methyltransferase, putative (NCBI ptt file)	0.4637	51	TRUE
202032	SO2906	1	139	3033131	3034129	+		conserved hypothetical protein (NCBI ptt file)	0.4585	59	TRUE
202033	SO2907	1	139	3034793	3037447	+		TonB-dependent receptor domain protein (NCBI ptt file)	0.4331	162	TRUE
10942710	SO_2908	99	139	3037551	3038111	-			0.4474	24	TRUE
202034	SO2909	1	139	3038313	3039071	+		hypothetical ISSod6, transposase (NCBI ptt file)	0.4308	46	FALSE
10942711	SO_2910	99	139	3039301	3039783	-			0.4431	28	TRUE
202035	SO2911	1	139	3040153	3041127	-		formate transporter, putative (NCBI ptt file)	0.4677	45	TRUE
202036	SO2912	1	139	3042162	3044444	+	pflB	formate acetyltransferase (NCBI ptt file)	0.4735	107	TRUE
202037	SO2913	1	139	3044508	3045248	+	pflA	pyruvate formate-lyase 1 activating enzyme (NCBI ptt file)	0.4723	34	TRUE
202038	SO2914	1	139	3045265	3045804	-		conserved hypothetical protein (NCBI ptt file)	0.4796	29	TRUE
202039	SO2915	1	139	3045849	3047048	+	ackA	acetate kinase (NCBI ptt file)	0.4767	47	TRUE
202040	SO2916	1	139	3047170	3049323	+	pta	phosphate acetyltransferase (NCBI ptt file)	0.506	86	TRUE
202041	SO2917	1	139	3049786	3050217	+		hypothetical protein (NCBI ptt file)	0.419	16	TRUE
202042	SO2918	1	139	3050352	3050444	-		hypothetical protein (NCBI ptt file)	0.4086	5	FALSE
202043	SO2919	1	139	3050819	3051730	-		conserved hypothetical protein (NCBI ptt file)	0.4704	44	TRUE
202044	SO2920	1	139	3051737	3052843	-		conserved hypothetical protein (NCBI ptt file)	0.4463	61	TRUE
202045	SO2921	1	139	3052942	3053310	+	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase (NCBI ptt file)	0.4309	14	TRUE
202046	SO2922	1	139	3053392	3054282	+		conserved hypothetical protein (NCBI ptt file)	0.4759	41	TRUE
202047	SO2923	1	139	3054829	3056052	+	gltS	sodium/glutamate symporter (NCBI ptt file)	0.4763	60	TRUE
202048	SO2924	1	139	3056116	3056778	-		signal peptidase I family protein (NCBI ptt file)	0.4404	32	TRUE
202050	SO2926	1	139	3057041	3059548	-		ABC transporter, permease, putative (NCBI ptt file)	0.5048	105	TRUE
202051	SO2927	1	139	3059552	3060313	-		ABC transporter, ATP-binding protein (NCBI ptt file)	0.4948	28	TRUE
202052	SO2928	1	139	3060282	3060965	+		acyl-CoA thioesterase I, putative (NCBI ptt file)	0.4839	28	TRUE
202053	SO2929	1	139	3061110	3062177	+		hypothetical protein (NCBI ptt file)	0.4597	53	TRUE
202054	SO2930	1	139	3062434	3065157	+		hypothetical protein (NCBI ptt file)	0.482	132	TRUE
202055	SO2931	1	139	3065276	3066448	+		hypothetical protein (NCBI ptt file)	0.4825	57	TRUE
202056	SO2932	1	139	3066680	3067741	-		transcriptional regulator, AraC family (NCBI ptt file)	0.4444	57	TRUE
202057	SO_2933	1	139	3067935	3068951	-		putative periplasmic protease (RefSeq)	0.4464	41	TRUE
202058	SO2934	1	139	3069064	3071547	-		conserved hypothetical protein (NCBI ptt file)	0.4827	129	TRUE
202059	SO2935	1	139	3071808	3072545	+		oxidoreductase, short-chain dehydrogenase/reductase family (NCBI ptt file)	0.4824	30	TRUE
202060	SO2936	1	139	3072637	3073608	-		hypothetical protein (NCBI ptt file)	0.464	44	TRUE
10942712	SO_2937	99	139	3073722	3074597	-			0.5183	37	TRUE
202061	SO2938	1	139	3074866	3075408	+		hypothetical protein (NCBI ptt file)	0.4254	25	TRUE
202062	SO2939	1	139	3075409	3076119	-		hypothetical protein (NCBI ptt file)	0.4501	43	TRUE
202063	SO2940	1	139	3076443	3080468	-		prophage LambdaSo, host specificity protein J, putative (NCBI ptt file)	0.4791	189	TRUE
202064	SO2941	1	139	3080473	3081102	-		prophage LambdaSo, tail assembly protein I (NCBI ptt file)	0.4889	30	TRUE
202065	SO2942	1	139	3081179	3081745	-		hypothetical protein (NCBI ptt file)	0.3298	33	TRUE
202066	SO2943	1	139	3081823	3082080	-		conserved domain protein (NCBI ptt file)	0.4651	14	TRUE
202067	SO2944	1	139	3082148	3083743	-		hypothetical protein (NCBI ptt file)	0.4624	86	TRUE
202068	SO2945	1	139	3083755	3084660	-		hypothetical protein (NCBI ptt file)	0.4448	48	TRUE
202069	SO2946	1	139	3084700	3085488	-		hypothetical protein (NCBI ptt file)	0.4512	43	TRUE
202070	SO2947	1	139	3085491	3085763	-		hypothetical protein (NCBI ptt file)	0.4542	17	TRUE
202071	SO2948	1	139	3085846	3086559	-		prophage LambdaSo, tail assembly protein K, putative (NCBI ptt file)	0.5056	28	TRUE
202072	SO2949	1	139	3086611	3087336	-		prophage LambdaSo, minor tail protein L (NCBI ptt file)	0.4917	35	TRUE
202073	SO2950	1	139	3087329	3087988	-		hypothetical protein (NCBI ptt file)	0.4727	31	TRUE
202074	SO2951	1	139	3087991	3090105	-		hypothetical protein (NCBI ptt file)	0.4222	132	TRUE
202075	SO2952	1	139	3090139	3090474	-		prophage LambdaSo, minor tail protein M, putative (NCBI ptt file)	0.506	16	TRUE
202076	SO2953	1	139	3090474	3093218	-	H	prophage LambdaSo, tail length tape meausure protein (NCBI ptt file)	0.5035	106	TRUE
202077	SO2954	1	139	3093290	3093442	-		hypothetical protein (NCBI ptt file)	0.4183	5	TRUE
202078	SO2955	1	139	3093481	3093975	-		conserved hypothetical protein (NCBI ptt file)	0.4848	17	TRUE
202079	SO2956	1	139	3094063	3094536	-		prophage LambdaSo, major tail protein V, putative (NCBI ptt file)	0.5042	18	TRUE
202080	SO2957	1	139	3094631	3094999	-		conserved hypothetical protein (NCBI ptt file)	0.5122	20	TRUE
202081	SO2958	1	139	3094996	3095457	-		conserved hypothetical protein (NCBI ptt file)	0.4913	16	TRUE
202082	SO2959	1	139	3095460	3095696	-		hypothetical protein (NCBI ptt file)	0.4008	14	TRUE
202083	SO2960	1	139	3095699	3096061	-		conserved hypothetical protein (NCBI ptt file)	0.4628	14	TRUE
202084	SO2961	1	139	3096061	3096357	-		conserved hypothetical protein (NCBI ptt file)	0.4512	8	FALSE
202085	SO2962	1	139	3096379	3096663	-		hypothetical protein (NCBI ptt file)	0.4351	11	TRUE
202086	SO2963	1	139	3096752	3097942	-		prophage LambdaSo, major capsid protein, HK97 family (NCBI ptt file)	0.4643	48	TRUE
202087	SO2964	1	139	3097955	3098809	-		ClpP protease family protein (NCBI ptt file)	0.4947	41	TRUE
202088	SO2965	1	139	3098819	3100117	-		prophage LambdaSo, portal protein,  HK97 family (NCBI ptt file)	0.4696	56	TRUE
202089	SO2966	1	139	3100114	3100275	-		conserved hypothetical protein (NCBI ptt file)	0.4444	9	FALSE
202090	SO2967	1	139	3100275	3102020	-		hypothetical phage terminase large subunit (NCBI ptt file)	0.5149	67	TRUE
202091	SO2968	1	139	3101977	3102489	-		hypothetical phage terminase, small subunit (NCBI ptt file)	0.4971	18	TRUE
202092	SO2969	1	139	3102501	3102830	-		prophage LambdaSo, holin, putative (NCBI ptt file)	0.5121	10	TRUE
202093	SO2970	1	139	3102827	3103195	-		hypothetical protein (NCBI ptt file)	0.4417	18	TRUE
202094	SO2971	1	139	3103179	3103448	-		conserved hypothetical protein (NCBI ptt file)	0.4148	11	TRUE
202095	SO2972	1	139	3103565	3104089	-		hypothetical protein (NCBI ptt file)	0.4495	19	TRUE
202096	SO2973	1	139	3104244	3104756	-		prophage LambdaSo, lysozyme, putative (NCBI ptt file)	0.5068	26	TRUE
202097	SO2974	1	139	3104760	3105023	-		hypothetical protein (NCBI ptt file)	0.3902	11	TRUE
370234	SO2974.1	1	139	3105181	3105471	-		hypothetical protein (NCBI ptt file)	0.3918	19	TRUE
202098	SO2975	1	139	3105500	3105835	-		hypothetical protein (NCBI ptt file)	0.4077	15	TRUE
202099	SO2976	1	139	3105861	3106184	-		conserved hypothetical protein (NCBI ptt file)	0.5185	14	TRUE
202100	SO2977	1	139	3106441	3106746	-		hypothetical protein (NCBI ptt file)	0.4248	14	TRUE
202101	SO2978	1	139	3106800	3107999	-		prophage LambdaSo, site-specific recombinase, phage integrase family (NCBI ptt file)	0.485	66	TRUE
202102	SO2979	1	139	3107999	3108601	-		hypothetical protein (NCBI ptt file)	0.4859	24	TRUE
202103	SO2980	1	139	3108598	3109164	-		hypothetical protein (NCBI ptt file)	0.4956	23	TRUE
202104	SO2981	1	139	3109165	3109749	-		hypothetical protein (NCBI ptt file)	0.465	24	TRUE
202105	SO2982	1	139	3109740	3110255	-		hypothetical protein (NCBI ptt file)	0.4806	24	TRUE
202106	SO2983	1	139	3110252	3110644	-		hypothetical protein (NCBI ptt file)	0.5089	16	TRUE
202107	SO2984	1	139	3110628	3111188	-		conserved hypothetical protein (NCBI ptt file)	0.5169	18	TRUE
202108	SO2985	1	139	3111160	3112176	-	O	prophage LambdaSo, replication protein O (NCBI ptt file)	0.471	42	TRUE
202109	SO2986	1	139	3112287	3112580	-		hypothetical protein (NCBI ptt file)	0.4524	12	TRUE
202110	SO2987	1	139	3112580	3112774	-		hypothetical protein (NCBI ptt file)	0.4769	8	TRUE
202111	SO2988	1	139	3112767	3113276	-		conserved hypothetical protein (NCBI ptt file)	0.5039	19	TRUE
202112	SO2989	1	139	3113304	3113570	-		prophage LambdaSo, transcriptional regulator, Cro/CI family (NCBI ptt file)	0.4195	12	TRUE
202113	SO2990	1	139	3113660	3114478	+		prophage LambdaSo, transcriptional regulator, Cro/CI family (NCBI ptt file)	0.4493	36	FALSE
202114	SO2991	1	139	3114499	3114921	+		conserved hypothetical protein (NCBI ptt file)	0.4752	18	TRUE
202115	SO2992	1	139	3114944	3115249	+		hypothetical protein (NCBI ptt file)	0.4118	14	TRUE
370296	SO2992.1	1	139	3115881	3116069	+		hypothetical protein (NCBI ptt file)	0.4127	9	FALSE
10942713	SO_2993	99	139	3116131	3116874	+			0.4597	30	TRUE
202117	SO2995	1	139	3117005	3117241	+		hypothetical protein (NCBI ptt file)	0.4895	13	TRUE
202119	SO2997	1	139	3117410	3117715	+		hypothetical protein (NCBI ptt file)	0.5098	10	TRUE
202120	SO2998	1	139	3117708	3117989	+		hypothetical protein (NCBI ptt file)	0.4929	12	TRUE
202121	SO2999	1	139	3118073	3118237	+		hypothetical protein (NCBI ptt file)	0.5152	5	TRUE
202122	SO3000	1	139	3118247	3118834	+		conserved hypothetical protein (NCBI ptt file)	0.449	23	TRUE
202123	SO3001	1	139	3118831	3119220	+		hypothetical protein (NCBI ptt file)	0.4513	15	TRUE
202124	SO3002	1	139	3119217	3119888	+		conserved hypothetical protein (NCBI ptt file)	0.4554	28	TRUE
202125	SO3003	1	139	3119885	3120232	+		hypothetical protein (NCBI ptt file)	0.4799	11	TRUE
202126	SO3004	1	139	3120229	3121194	+		prophage LambdaSo, DNA modification methyltransferase, putative (NCBI ptt file)	0.4917	40	TRUE
202127	SO3005	1	139	3121191	3121688	+		conserved hypothetical protein (NCBI ptt file)	0.4498	22	TRUE
202128	SO3006	1	139	3121685	3123358	+		prophage LambdaSo, type II DNA modification methyltransferase, putative (NCBI ptt file)	0.5185	62	TRUE
202129	SO3007	1	139	3123581	3123706	+		hypothetical protein (NCBI ptt file)	0.4921	3	FALSE
202130	SO3008	1	139	3123703	3124116	+		hypothetical protein (NCBI ptt file)	0.4324	17	TRUE
