locus,start,end,genomic.element,scaffold
SO2656,2792460,2792714,NC_004347.2,139
SO2657,2792711,2793031,NC_004347.2,139
SO2658,2793035,2793262,NC_004347.2,139
SO2659,2793265,2793585,NC_004347.2,139
SO2660,2793600,2794220,NC_004347.2,139
SO2661,2794446,2794721,NC_004347.2,139
SO2662,2794702,2794938,NC_004347.2,139
SO2662.1,2794705,2794887,NC_004347.2,139
SO2663,2794982,2795551,NC_004347.2,139
SO2664,2795635,2795928,NC_004347.2,139
SO2665,2795964,2796221,NC_004347.2,139
SO2666,2796231,2796797,NC_004347.2,139
SO2667,2796806,2797339,NC_004347.2,139
SO2668,2797700,2798137,NC_004347.2,139
SO2669,2798154,2798348,NC_004347.2,139
SO2670,2798395,2798841,NC_004347.2,139
SO2671,2798918,2799508,NC_004347.2,139
SO2672,2799508,2799768,NC_004347.2,139
SO2673,2799753,2800361,NC_004347.2,139
SO2674,2800361,2800576,NC_004347.2,139
SO2675,2800576,2800878,NC_004347.2,139
SO2676,2800887,2801177,NC_004347.2,139
SO2677,2801187,2801768,NC_004347.2,139
SO2678,2801768,2801962,NC_004347.2,139
SO2679,2801965,2803524,NC_004347.2,139
SO2680,2803521,2805086,NC_004347.2,139
SO2681,2805070,2805858,NC_004347.2,139
SO2682,2806050,2806283,NC_004347.2,139
SO2683,2806261,2806497,NC_004347.2,139
SO2684,2806693,2807652,NC_004347.2,139
SO2685,2807652,2808551,NC_004347.2,139
SO2686,2808609,2808857,NC_004347.2,139
SO2687,2808861,2809421,NC_004347.2,139
SO2688,2809460,2810119,NC_004347.2,139
SO2689,2810151,2810582,NC_004347.2,139
SO2690,2810636,2811133,NC_004347.2,139
SO2691,2811130,2811720,NC_004347.2,139
SO2692,2811737,2811901,NC_004347.2,139
SO2693,2811904,2813385,NC_004347.2,139
SO2694,2813402,2813755,NC_004347.2,139
SO2695,2813755,2814114,NC_004347.2,139
SO2697,2814240,2815901,NC_004347.2,139
SO2698,2815923,2817239,NC_004347.2,139
SO2699,2817239,2818318,NC_004347.2,139
SO2700,2818312,2818959,NC_004347.2,139
SO2701,2818962,2819417,NC_004347.2,139
SO2702,2819407,2820474,NC_004347.2,139
SO2703,2820459,2821043,NC_004347.2,139
SO2704,2821109,2822836,NC_004347.2,139
SO2705,2822980,2825616,NC_004347.2,139
SO2706,2825948,2827282,NC_004347.2,139
SO2707,2827375,2827890,NC_004347.2,139
SO2708,2827927,2828475,NC_004347.2,139
SO2710,2828594,2829187,NC_004347.2,139
SO2711,2829239,2830111,NC_004347.2,139
SO2712,2830243,2831382,NC_004347.2,139
SO2713,2831457,2832122,NC_004347.2,139
SO2714,2832239,2832499,NC_004347.2,139
SO2715,2832601,2834802,NC_004347.2,139
SO2717,2835165,2835845,NC_004347.2,139
SO2718,2835906,2837060,NC_004347.2,139
SO2719,2837111,2837815,NC_004347.2,139
SO2720,2838366,2838761,NC_004347.2,139
SO2721,2838879,2839358,NC_004347.2,139
SO2722,2839345,2839872,NC_004347.2,139
SO2723,2839869,2840225,NC_004347.2,139
SO2724,2840371,2842137,NC_004347.2,139
SO2725,2842211,2842846,NC_004347.2,139
SO2726,2843140,2843886,NC_004347.2,139
SO2727,2843969,2844319,NC_004347.2,139
SO2728,2844648,2845511,NC_004347.2,139
SO2730,2845799,2846509,NC_004347.2,139
SO2731,2847162,2848748,NC_004347.2,139
SO2732,2848930,2849688,NC_004347.2,139
SO2733,2849854,2850144,NC_004347.2,139
SO2734,2850204,2851013,NC_004347.2,139
SO2735,2851186,2851398,NC_004347.2,139
SO2736,2851535,2852503,NC_004347.2,139
SO2737,2852586,2853281,NC_004347.2,139
SO2738,2853336,2854163,NC_004347.2,139
SO2739,2854284,2855489,NC_004347.2,139
SO2739.1,2855519,2855716,NC_004347.2,139
SO2740,2855711,2856763,NC_004347.2,139
SO2741,2856886,2858271,NC_004347.2,139
SO2742,2858291,2861728,NC_004347.2,139
SO2743,2861904,2863856,NC_004347.2,139
SO2744,2864065,2865837,NC_004347.2,139
SO2745,2865898,2866158,NC_004347.2,139
SO2746,2867834,2868586,NC_004347.2,139
SO2747,2868611,2869144,NC_004347.2,139
SO2748,2869191,2870519,NC_004347.2,139
SO2749,2870529,2871566,NC_004347.2,139
SO2750,2871567,2872001,NC_004347.2,139
SO2751,2872001,2872687,NC_004347.2,139
SO2752,2872677,2873078,NC_004347.2,139
SO2753,2873248,2875431,NC_004347.2,139
SO2753.2,2876560,2876928,NC_004347.2,139
SO2755,2877122,2877790,NC_004347.2,139
SO2757,2878837,2880156,NC_004347.2,139
SO2758,2880233,2881636,NC_004347.2,139
SO2759,2881826,2882452,NC_004347.2,139
SO2760,2882759,2883817,NC_004347.2,139
SO2761,2883817,2884461,NC_004347.2,139
SO2762,2884602,2885348,NC_004347.2,139
SO2763,2885665,2886480,NC_004347.2,139
SO2763.1,2886552,2886887,NC_004347.2,139
SO2766,2887277,2888845,NC_004347.2,139
SO2767,2889318,2890982,NC_004347.2,139
SO2768,2891056,2892846,NC_004347.2,139
SO2769,2893074,2893922,NC_004347.2,139
SO2771,2894029,2894904,NC_004347.2,139
SO2772,2895188,2895667,NC_004347.2,139
SO2773,2895784,2896152,NC_004347.2,139
SO2774,2896330,2897568,NC_004347.2,139
SO2775,2897778,2898011,NC_004347.2,139
SO2776,2898175,2898921,NC_004347.2,139
SO2777,2898931,2899857,NC_004347.2,139
SO2778,2899962,2900921,NC_004347.2,139
SO2779,2900931,2901959,NC_004347.2,139
SO2780,2901975,2902145,NC_004347.2,139
SO2781,2902163,2902687,NC_004347.2,139
SO2782,2902945,2903556,NC_004347.2,139
SO2785,2906071,2909337,NC_004347.2,139
SO2787,2909851,2910060,NC_004347.2,139
SO2788,2910366,2911181,NC_004347.2,139
SO2789,2911216,2912022,NC_004347.2,139
SO2790,2912198,2913610,NC_004347.2,139
SO2791,2913784,2914674,NC_004347.2,139
SO2792,2914856,2915071,NC_004347.2,139
SO2793,2915046,2915393,NC_004347.2,139
SO2794,2915472,2916176,NC_004347.2,139
SO2795,2916529,2916909,NC_004347.2,139
SO2796,2917161,2920370,NC_004347.2,139
SO2797,2920568,2920924,NC_004347.2,139
SO2798,2920954,2921646,NC_004347.2,139
SO2799,2921807,2922271,NC_004347.2,139
SO2800,2922390,2922569,NC_004347.2,139
SO2801,2922559,2923566,NC_004347.2,139
SO2802,2923567,2925372,NC_004347.2,139
SO2803,2925405,2927714,NC_004347.2,139
SO2804,2927759,2928268,NC_004347.2,139
SO2805,2928566,2929738,NC_004347.2,139
SO2806,2929892,2930296,NC_004347.2,139
SO2807,2930446,2930748,NC_004347.2,139
SO2808,2930826,2931494,NC_004347.2,139
SO2809,2931481,2931822,NC_004347.2,139
SO2811,2932306,2933508,NC_004347.2,139
SO2813,2934468,2935232,NC_004347.2,139
SO2815,2936334,2937653,NC_004347.2,139
SO2817,2937842,2939044,NC_004347.2,139
SO2819,2940206,2941162,NC_004347.2,139
SO2821,2942078,2942329,NC_004347.2,139
SO2822,2942458,2944140,NC_004347.2,139
SO2823,2944137,2944847,NC_004347.2,139
SO2823.1,2945043,2946221,NC_004347.2,139
SO2827,2946912,2947283,NC_004347.2,139
SO2828,2947286,2947474,NC_004347.2,139
SO2829,2947497,2947946,NC_004347.2,139
SO2830,2948015,2948953,NC_004347.2,139
SO2831,2948996,2949607,NC_004347.2,139
SO2832,2949870,2950226,NC_004347.2,139
SO2833,2950352,2950813,NC_004347.2,139
SO2834,2950929,2953046,NC_004347.2,139
SO2835,2953351,2954076,NC_004347.2,139
SO2836,2954146,2955093,NC_004347.2,139
SO2838,2955718,2957067,NC_004347.2,139
SO2839,2957182,2957619,NC_004347.2,139
SO2840,2957676,2958197,NC_004347.2,139
SO2841,2958289,2958756,NC_004347.2,139
SO2842,2959098,2960402,NC_004347.2,139
SO2843,2960659,2963715,NC_004347.2,139
SO2844,2963712,2964911,NC_004347.2,139
SO2846,2965205,2965975,NC_004347.2,139
SO2847,2966142,2967035,NC_004347.2,139
SO2848,2967086,2967481,NC_004347.2,139
SO2849,2967521,2967982,NC_004347.2,139
SO2850,2968081,2968665,NC_004347.2,139
SO2851,2975085,2975648,NC_004347.2,139
SO2852,2976182,2976853,NC_004347.2,139
SO2853,2976946,2978010,NC_004347.2,139
SO2854,2978046,2978645,NC_004347.2,139
SO2855,2978854,2979399,NC_004347.2,139
SO2856,2979531,2981393,NC_004347.2,139
SO2857,2981528,2983264,NC_004347.2,139
SO2858,2983276,2983542,NC_004347.2,139
SO2860,2984462,2985085,NC_004347.2,139
SO2861,2985205,2986056,NC_004347.2,139
SO2862,2986124,2987329,NC_004347.2,139
SO2863,2987543,2988025,NC_004347.2,139
SO2865,2988262,2988882,NC_004347.2,139
SO2866,2988995,2989915,NC_004347.2,139
SO2867,2989986,2991071,NC_004347.2,139
SO2868,2991272,2991505,NC_004347.2,139
SO2869,2991618,2993087,NC_004347.2,139
SO2871,2993202,2993570,NC_004347.2,139
SO2872,2993623,2993997,NC_004347.2,139
SO2874,2994301,2994780,NC_004347.2,139
SO2875,2994770,2995327,NC_004347.2,139
SO2876,2995390,2997342,NC_004347.2,139
SO2877,2997457,2998167,NC_004347.2,139
SO2878,2998243,2999325,NC_004347.2,139
SO2879,2999541,3000779,NC_004347.2,139
SO2880,3000912,3001244,NC_004347.2,139
SO2881,3001471,3002055,NC_004347.2,139
SO2882,3002305,3004239,NC_004347.2,139
SO2883,3004305,3005573,NC_004347.2,139
SO2884,3005583,3007109,NC_004347.2,139
SO2885,3007456,3008178,NC_004347.2,139
SO2886,3008481,3010082,NC_004347.2,139
SO2887,3010180,3010707,NC_004347.2,139
SO2888,3010731,3011000,NC_004347.2,139
SO2889,3011321,3013930,NC_004347.2,139
SO2890,3014339,3014719,NC_004347.2,139
SO2891,3015202,3015558,NC_004347.2,139
SO2893,3015727,3016302,NC_004347.2,139
SO2894,3016449,3016904,NC_004347.2,139
SO2895,3016931,3017569,NC_004347.2,139
SO2896,3017751,3019820,NC_004347.2,139
SO2897,3019919,3020953,NC_004347.2,139
SO2898,3020980,3024417,NC_004347.2,139
SO2899,3024658,3025437,NC_004347.2,139
SO2900,3025585,3027966,NC_004347.2,139
SO2901,3028125,3029150,NC_004347.2,139
SO2902,3029243,3030373,NC_004347.2,139
SO2903,3030745,3031713,NC_004347.2,139
SO2905,3031935,3033008,NC_004347.2,139
SO2906,3033131,3034129,NC_004347.2,139
SO2907,3034793,3037447,NC_004347.2,139
SO2909,3038313,3039071,NC_004347.2,139
SO2911,3040153,3041127,NC_004347.2,139
SO2912,3042162,3044444,NC_004347.2,139
SO2913,3044508,3045248,NC_004347.2,139
SO2914,3045265,3045804,NC_004347.2,139
SO2915,3045849,3047048,NC_004347.2,139
SO2916,3047170,3049323,NC_004347.2,139
SO2917,3049786,3050217,NC_004347.2,139
SO2918,3050352,3050444,NC_004347.2,139
SO2919,3050819,3051730,NC_004347.2,139
SO2920,3051737,3052843,NC_004347.2,139
SO2921,3052942,3053310,NC_004347.2,139
SO2922,3053392,3054282,NC_004347.2,139
SO2923,3054829,3056052,NC_004347.2,139
SO2924,3056116,3056778,NC_004347.2,139
SO2926,3057041,3059548,NC_004347.2,139
SO2927,3059552,3060313,NC_004347.2,139
SO2928,3060282,3060965,NC_004347.2,139
SO2929,3061110,3062177,NC_004347.2,139
SO2930,3062434,3065157,NC_004347.2,139
SO2931,3065276,3066448,NC_004347.2,139
SO2932,3066680,3067741,NC_004347.2,139
SO2934,3069064,3071547,NC_004347.2,139
SO2935,3071808,3072545,NC_004347.2,139
SO2936,3072637,3073608,NC_004347.2,139
SO2938,3074866,3075408,NC_004347.2,139
SO2939,3075409,3076119,NC_004347.2,139
SO2940,3076443,3080468,NC_004347.2,139
SO2941,3080473,3081102,NC_004347.2,139
SO2942,3081179,3081745,NC_004347.2,139
SO2943,3081823,3082080,NC_004347.2,139
SO2944,3082148,3083743,NC_004347.2,139
SO2945,3083755,3084660,NC_004347.2,139
SO2946,3084700,3085488,NC_004347.2,139
SO2947,3085491,3085763,NC_004347.2,139
SO2948,3085846,3086559,NC_004347.2,139
SO2949,3086611,3087336,NC_004347.2,139
SO2950,3087329,3087988,NC_004347.2,139
SO2951,3087991,3090105,NC_004347.2,139
SO2952,3090139,3090474,NC_004347.2,139
SO2953,3090474,3093218,NC_004347.2,139
SO2954,3093290,3093442,NC_004347.2,139
SO2955,3093481,3093975,NC_004347.2,139
SO2956,3094063,3094536,NC_004347.2,139
SO2957,3094631,3094999,NC_004347.2,139
SO2958,3094996,3095457,NC_004347.2,139
SO2959,3095460,3095696,NC_004347.2,139
SO2960,3095699,3096061,NC_004347.2,139
SO2961,3096061,3096357,NC_004347.2,139
SO2962,3096379,3096663,NC_004347.2,139
SO2963,3096752,3097942,NC_004347.2,139
SO2964,3097955,3098809,NC_004347.2,139
SO2965,3098819,3100117,NC_004347.2,139
SO2966,3100114,3100275,NC_004347.2,139
SO2967,3100275,3102020,NC_004347.2,139
SO2968,3101977,3102489,NC_004347.2,139
SO2969,3102501,3102830,NC_004347.2,139
SO2970,3102827,3103195,NC_004347.2,139
SO2971,3103179,3103448,NC_004347.2,139
SO2972,3103565,3104089,NC_004347.2,139
SO2973,3104244,3104756,NC_004347.2,139
SO2974,3104760,3105023,NC_004347.2,139
SO2974.1,3105181,3105471,NC_004347.2,139
SO2975,3105500,3105835,NC_004347.2,139
SO2976,3105861,3106184,NC_004347.2,139
SO2977,3106441,3106746,NC_004347.2,139
SO2978,3106800,3107999,NC_004347.2,139
SO2979,3107999,3108601,NC_004347.2,139
SO2980,3108598,3109164,NC_004347.2,139
SO2981,3109165,3109749,NC_004347.2,139
SO2982,3109740,3110255,NC_004347.2,139
SO2983,3110252,3110644,NC_004347.2,139
SO2984,3110628,3111188,NC_004347.2,139
SO2985,3111160,3112176,NC_004347.2,139
SO2986,3112287,3112580,NC_004347.2,139
SO2987,3112580,3112774,NC_004347.2,139
SO2988,3112767,3113276,NC_004347.2,139
SO2989,3113304,3113570,NC_004347.2,139
SO2990,3113660,3114478,NC_004347.2,139
SO2991,3114499,3114921,NC_004347.2,139
SO2992,3114944,3115249,NC_004347.2,139
SO2992.1,3115881,3116069,NC_004347.2,139
SO2995,3117005,3117241,NC_004347.2,139
SO2997,3117410,3117715,NC_004347.2,139
SO2998,3117708,3117989,NC_004347.2,139
SO2999,3118073,3118237,NC_004347.2,139
SO3000,3118247,3118834,NC_004347.2,139
SO3001,3118831,3119220,NC_004347.2,139
SO3002,3119217,3119888,NC_004347.2,139
SO3003,3119885,3120232,NC_004347.2,139
SO3004,3120229,3121194,NC_004347.2,139
SO3005,3121191,3121688,NC_004347.2,139
SO3006,3121685,3123358,NC_004347.2,139
SO3007,3123581,3123706,NC_004347.2,139
SO3008,3123703,3124116,NC_004347.2,139
SO3009,3124113,3124391,NC_004347.2,139
SO3010,3124378,3124578,NC_004347.2,139
SO3011,3124535,3124783,NC_004347.2,139
SO3012,3124772,3124984,NC_004347.2,139
SO3013,3124990,3126249,NC_004347.2,139
SO3014,3126431,3127027,NC_004347.2,139
SO3015,3127031,3127819,NC_004347.2,139
SO3016,3128009,3128629,NC_004347.2,139
SO3017,3128626,3129486,NC_004347.2,139
SO3019,3129858,3131582,NC_004347.2,139
SO3020,3131593,3132201,NC_004347.2,139
SO3021,3132201,3133244,NC_004347.2,139
SO3022,3133337,3134746,NC_004347.2,139
SO3023,3134866,3136056,NC_004347.2,139
SO3024,3136062,3136898,NC_004347.2,139
SO3025,3136989,3137981,NC_004347.2,139
SO3027,3138518,3138961,NC_004347.2,139
SO3029,3139145,3139429,NC_004347.2,139
SO3030,3140006,3141502,NC_004347.2,139
SO3031,3141502,3142122,NC_004347.2,139
SO3032,3142234,3144039,NC_004347.2,139
SO3033,3144235,3146337,NC_004347.2,139
SO3034,3146462,3147547,NC_004347.2,139
SO3035,3147703,3148248,NC_004347.2,139
SO3036,3148248,3148547,NC_004347.2,139
SO3037,3148547,3149359,NC_004347.2,139
SO3039,3150798,3151829,NC_004347.2,139
SO3040,3152098,3153075,NC_004347.2,139
SO3041,3153102,3153698,NC_004347.2,139
SO3043,3154103,3154726,NC_004347.2,139
SO3044,3155004,3156206,NC_004347.2,139
SO3045,3156521,3156952,NC_004347.2,139
SO3045.2,3158374,3158832,NC_004347.2,139
SO3047,3158947,3159438,NC_004347.2,139
SO3048,3159799,3162045,NC_004347.2,139
SO3049,3162047,3162541,NC_004347.2,139
SO3050,3162545,3163234,NC_004347.2,139
SO3051,3163234,3164247,NC_004347.2,139
SO3052,3164464,3166203,NC_004347.2,139
SO3053,3166462,3166563,NC_004347.2,139
SO3054,3166564,3167208,NC_004347.2,139
SO3055,3167398,3168672,NC_004347.2,139
SO3056,3168892,3169275,NC_004347.2,139
SO3057,3169317,3170891,NC_004347.2,139
SO3058,3170990,3172543,NC_004347.2,139
SO3059,3172709,3174235,NC_004347.2,139
SO3060,3174321,3175490,NC_004347.2,139
SO3061,3175740,3177848,NC_004347.2,139
SO3062,3178048,3178335,NC_004347.2,139
SO3063,3178629,3180116,NC_004347.2,139
SO3064,3180212,3181726,NC_004347.2,139
SO3065,3181909,3182397,NC_004347.2,139
SO3066,3182507,3183352,NC_004347.2,139
SO3067,3183345,3184640,NC_004347.2,139
SO3069,3185596,3188928,NC_004347.2,139
SO3070,3189108,3190124,NC_004347.2,139
SO3071,3190127,3191257,NC_004347.2,139
SO3072,3191404,3192615,NC_004347.2,139
SO3073,3192922,3194853,NC_004347.2,139
SO3075,3195048,3195659,NC_004347.2,139
SO3076,3195660,3195941,NC_004347.2,139
SO3077,3196026,3197156,NC_004347.2,139
SO3078,3197219,3198388,NC_004347.2,139
SO3078.2,3198774,3199559,NC_004347.2,139
SO3080,3199688,3200605,NC_004347.2,139
SO3081,3200713,3201243,NC_004347.2,139
SO3082,3201321,3201791,NC_004347.2,139
SO3083,3201961,3204750,NC_004347.2,139
SO3084,3205035,3209303,NC_004347.2,139
SO3085,3209410,3209988,NC_004347.2,139
SO3087,3210262,3210471,NC_004347.2,139
SO3088,3210691,3212814,NC_004347.2,139
SO3089,3212814,3214124,NC_004347.2,139
SO3090,3214399,3215349,NC_004347.2,139
SO3091,3215463,3216446,NC_004347.2,139
SO3092,3216522,3217115,NC_004347.2,139
SO3093,3217109,3218125,NC_004347.2,139
SO3094,3218125,3220164,NC_004347.2,139
SO3095,3220158,3221825,NC_004347.2,139
SO3096,3221892,3222455,NC_004347.2,139
SO3097,3222448,3223152,NC_004347.2,139
SO3097.1,3223149,3223259,NC_004347.2,139
SO3097.2,3223359,3223493,NC_004347.2,139
SO3097.3,3223508,3223855,NC_004347.2,139
SO3097.4,3223852,3224592,NC_004347.2,139
SO3099,3225094,3226416,NC_004347.2,139
SO3100,3226460,3226906,NC_004347.2,139
SO3101,3227065,3227781,NC_004347.2,139
SO3102,3227970,3228983,NC_004347.2,139
SO3103,3229020,3232283,NC_004347.2,139
SO3104,3232325,3232537,NC_004347.2,139
SO3105,3232563,3232961,NC_004347.2,139
SO3106,3233538,3235961,NC_004347.2,139
SO3107,3236072,3236617,NC_004347.2,139
SO3108,3236703,3237614,NC_004347.2,139
SO3109,3237950,3238381,NC_004347.2,139
SO3110,3238529,3239476,NC_004347.2,139
SO3111,3239490,3241340,NC_004347.2,139
SO3112,3241358,3241690,NC_004347.2,139
SO3113,3241717,3242841,NC_004347.2,139
SO3114,3243003,3244040,NC_004347.2,139
SO3115,3244105,3244314,NC_004347.2,139
SO3116,3244499,3245113,NC_004347.2,139
SO3117,3245211,3245765,NC_004347.2,139
SO3119,3246619,3247053,NC_004347.2,139
SO3120,3247384,3248763,NC_004347.2,139
SO3121,3248828,3249352,NC_004347.2,139
SO3122,3249429,3250655,NC_004347.2,139
SO3123,3250827,3251726,NC_004347.2,139
SO3124,3251864,3252334,NC_004347.2,139
SO3125,3252401,3253684,NC_004347.2,139
SO3126,3253722,3254225,NC_004347.2,139
SO3127,3254331,3255959,NC_004347.2,139
SO3128,3256137,3257966,NC_004347.2,139
SO3128.2,3260639,3261190,NC_004347.2,139
SO3131,3261452,3261544,NC_004347.2,139
SO3132,3262395,3262625,NC_004347.2,139
SO3134,3263019,3264038,NC_004347.2,139
SO3135,3264102,3264761,NC_004347.2,139
SO3136,3264761,3266158,NC_004347.2,139
SO3136.1,3266258,3267925,NC_004347.2,139
SO3138,3268059,3269438,NC_004347.2,139
SO3140,3273023,3273601,NC_004347.2,139
SO3140.1,3274126,3274533,NC_004347.2,139
SO3140.2,3274572,3275504,NC_004347.2,139
SO3140.3,3275501,3275869,NC_004347.2,139
SO3142,3276288,3278438,NC_004347.2,139
SO3142.2,3279538,3279954,NC_004347.2,139
SO3142.3,3280018,3280380,NC_004347.2,139
SO3144,3280752,3281678,NC_004347.2,139
SO3145,3281679,3282428,NC_004347.2,139
SO3146,3282739,3283131,NC_004347.2,139
SO3147,3283295,3283390,NC_004347.2,139
SO3148,3285131,3286405,NC_004347.2,139
SO3149,3286405,3287691,NC_004347.2,139
SO3150,3287769,3288149,NC_004347.2,139
SO3151,3288250,3288984,NC_004347.2,139
SO3152,3288985,3289614,NC_004347.2,139
SO3154,3289870,3291582,NC_004347.2,139
SO3155,3291858,3292982,NC_004347.2,139
SO3156,3293235,3293510,NC_004347.2,139
SO3156.1,3293251,3293493,NC_004347.2,139
SO3157,3293643,3294353,NC_004347.2,139
SO3158,3294364,3295149,NC_004347.2,139
SO3159,3295149,3297527,NC_004347.2,139
SO3160,3297547,3298086,NC_004347.2,139
SO3161,3298073,3298267,NC_004347.2,139
SO3162,3298460,3299821,NC_004347.2,139
SO3163,3300032,3300484,NC_004347.2,139
SO3164,3300778,3301545,NC_004347.2,139
SO3165,3301651,3302070,NC_004347.2,139
SO3166,3302067,3302468,NC_004347.2,139
SO3167,3302662,3303693,NC_004347.2,139
SO3168,3303957,3305165,NC_004347.2,139
SO3169,3305360,3305740,NC_004347.2,139
SO3170,3305737,3307104,NC_004347.2,139
SO3171,3307620,3309560,NC_004347.2,139
SO3172,3309691,3310248,NC_004347.2,139
SO3173,3310251,3311180,NC_004347.2,139
SO3174,3311216,3312349,NC_004347.2,139
SO3175,3312346,3314277,NC_004347.2,139
SO3176,3314278,3315399,NC_004347.2,139
SO3177,3315430,3316191,NC_004347.2,139
SO3178,3316184,3317161,NC_004347.2,139
SO3179,3317181,3318434,NC_004347.2,139
SO3180,3318973,3319869,NC_004347.2,139
SO3181,3319856,3321361,NC_004347.2,139
SO3182,3321382,3321810,NC_004347.2,139
SO3183,3321791,3322741,NC_004347.2,139
SO3184,3322748,3323470,NC_004347.2,139
SO3185,3323470,3324546,NC_004347.2,139
SO3186,3324543,3325457,NC_004347.2,139
SO3188,3325912,3327039,NC_004347.2,139
SO3189,3327042,3328064,NC_004347.2,139
SO3190,3328151,3329431,NC_004347.2,139
SO3191,3329608,3330597,NC_004347.2,139
SO3192,3330777,3331130,NC_004347.2,139
SO3193,3331303,3334068,NC_004347.2,139
SO3194,3334737,3335237,NC_004347.2,139
SO3194.1,3335712,3336686,NC_004347.2,139
SO3195,3336683,3337213,NC_004347.2,139
SO3196,3337530,3338633,NC_004347.2,139
SO3197,3338754,3339539,NC_004347.2,139
SO3198,3339758,3341596,NC_004347.2,139
SO3199,3341611,3341919,NC_004347.2,139
SO3200,3342140,3342538,NC_004347.2,139
SO3202,3342684,3343178,NC_004347.2,139
SO3203,3343186,3344166,NC_004347.2,139
SO3204,3344150,3344941,NC_004347.2,139
SO3205,3345004,3345543,NC_004347.2,139
SO3206,3345536,3346660,NC_004347.2,139
SO3207,3346681,3348957,NC_004347.2,139
SO3208,3348973,3349710,NC_004347.2,139
SO3209,3349724,3350107,NC_004347.2,139
SO3210,3350155,3350868,NC_004347.2,139
SO3211,3350861,3351712,NC_004347.2,139
SO3212,3351747,3353123,NC_004347.2,139
SO3213,3353135,3355234,NC_004347.2,139
SO3215,3355612,3356742,NC_004347.2,139
SO3216,3356767,3357564,NC_004347.2,139
SO3217,3357569,3357838,NC_004347.2,139
SO3218,3357856,3358599,NC_004347.2,139
SO3219,3358599,3359006,NC_004347.2,139
SO3220,3359041,3359415,NC_004347.2,139
SO3221,3359428,3360459,NC_004347.2,139
SO3222,3360499,3361023,NC_004347.2,139
SO3223,3361106,3362689,NC_004347.2,139
SO3224,3362833,3363276,NC_004347.2,139
SO3225,3363288,3364625,NC_004347.2,139
SO3226,3364594,3365544,NC_004347.2,139
SO3227,3365531,3366577,NC_004347.2,139
SO3228,3366570,3368231,NC_004347.2,139
SO3229,3368304,3368642,NC_004347.2,139
SO3230,3368834,3370174,NC_004347.2,139
SO3231,3370167,3371249,NC_004347.2,139
SO3232,3371358,3372791,NC_004347.2,139
SO3233,3373086,3373496,NC_004347.2,139
SO3234,3373503,3373823,NC_004347.2,139
SO3235,3373852,3375222,NC_004347.2,139
SO3236,3375265,3375624,NC_004347.2,139
SO3237,3375781,3376599,NC_004347.2,139
SO3238,3376855,3377676,NC_004347.2,139
SO3239,3377772,3378983,NC_004347.2,139
SO3239.2,3379276,3379701,NC_004347.2,139
SO3239.3,3379758,3380918,NC_004347.2,139
SO3241,3380959,3382113,NC_004347.2,139
SO3242,3382131,3383222,NC_004347.2,139
SO3243,3383234,3383908,NC_004347.2,139
SO3244,3383921,3384709,NC_004347.2,139
SO3245,3384720,3385463,NC_004347.2,139
SO3247,3385636,3386997,NC_004347.2,139
SO3248,3387065,3387826,NC_004347.2,139
SO3249,3387869,3388285,NC_004347.2,139
SO3250,3388288,3388692,NC_004347.2,139
SO3251,3388836,3389675,NC_004347.2,139
SO3252,3389778,3390698,NC_004347.2,139
SO3253,3390904,3391611,NC_004347.2,139
SO3254,3391687,3392007,NC_004347.2,139
SO3255,3392017,3392442,NC_004347.2,139
SO3256,3392560,3393009,NC_004347.2,139
SO3257,3393006,3393638,NC_004347.2,139
SO3258,3393912,3395087,NC_004347.2,139
SO3259,3395266,3396591,NC_004347.2,139
SO3260,3396591,3396860,NC_004347.2,139
SO3261,3396928,3397800,NC_004347.2,139
SO3262,3397800,3399545,NC_004347.2,139
SO3263,3399505,3400272,NC_004347.2,139
SO3264,3400292,3401479,NC_004347.2,139
SO3265,3401476,3402714,NC_004347.2,139
SO3266,3402738,3403940,NC_004347.2,139
SO3267,3403961,3404872,NC_004347.2,139
SO3268,3405080,3406996,NC_004347.2,139
SO3269,3406993,3408717,NC_004347.2,139
SO3270,3408733,3409878,NC_004347.2,139
SO3271,3409875,3410870,NC_004347.2,139
SO3272,3411100,3411858,NC_004347.2,139
SO3273,3412129,3414597,NC_004347.2,139
SO3274,3414703,3415182,NC_004347.2,139
SO3275,3415458,3416018,NC_004347.2,139
SO3276,3416019,3416954,NC_004347.2,139
SO3277,3417070,3417636,NC_004347.2,139
SO3278,3417827,3418951,NC_004347.2,139
SO3279,3418954,3422034,NC_004347.2,139
SO3280,3422019,3422264,NC_004347.2,139
SO3282,3422537,3424540,NC_004347.2,139
SO3285,3424986,3426125,NC_004347.2,139
SO3286,3426141,3427697,NC_004347.2,139
SO3287,3428937,3432818,NC_004347.2,139
SO3288,3433162,3434535,NC_004347.2,139
SO3291,3434995,3435579,NC_004347.2,139
SO3292,3435675,3437252,NC_004347.2,139
SO3293,3437369,3438835,NC_004347.2,139
SO3294,3438958,3440295,NC_004347.2,139
SO3296,3440412,3441335,NC_004347.2,139
SO3297,3441525,3442370,NC_004347.2,139
SO3298,3442492,3443616,NC_004347.2,139
SO3299,3443759,3445408,NC_004347.2,139
SO3300,3445506,3445886,NC_004347.2,139
SO3301,3445890,3447389,NC_004347.2,139
SO3302,3448058,3451921,NC_004347.2,139
SO3303,3451929,3454373,NC_004347.2,139
SO3305,3454571,3455191,NC_004347.2,139
