locus,start,end
b0528,556661,556873
b2421,2538672,2539583
b3151,3297098,3298138
b3738,3921236,3922051
b2558,2695801,2697357
b4440,2653855,2654158
b2902,3045158,3045901
b2445,2561625,2561993
b2838,2977637,2978899
b0998,1061799,1062398
b0797,830872,832236
b2834,2971597,2972637
b1082,1138378,1140021
b0211,232597,233955
b4457,4051036,4051280
b2545,2674700,2675761
b2350,2467855,2468217
b0166,185123,185947
b2893,3038112,3038822
b0754,785633,786685
b2274,2388635,2389057
b0976,1036354,1036752
b4392,4630733,4632670
b4432,1923066,1923314
b1963,2033119,2033484
b1566,1646405,1646737
b3359,3488960,3490180
b3143,3288090,3288785
b4585,507204,507287
b2598,2737599,2737646
b4253,4475437,4477251
b0604,637827,638573
b2813,2946081,2947178
b4690,272580,272654
b1773,1856933,1857769
b1375,1433991,1434224
b0002,337,2799
b2198,2295377,2295586
b4434,1987839,1987998
b2286,2402055,2403845
b3263,3412621,3412800
b4074,4291512,4293170
b1326,1389870,1390598
b4609,2734153,2734295
b1643,1721025,1721261
b1138,1197533,1198237
b4024,4231884,4233233
b0525,553943,554437
b4417,887977,888057
b2284,2400218,2401555
b1432,1503717,1504865
b2614,2750115,2750708
b0301,317726,318319
b2669,2798091,2798495
b1228,1286709,1286984
b0548,572921,573091
b2472,2591607,2592734
b2454,2569501,2570337
b0431,448650,450641
b0965,1027946,1028359
b0492,517425,518279
b2184,2280632,2282392
b0458,478781,479251
b0268,282278,283186
b2478,2598882,2599760
b2992,3140311,3140799
b2278,2393205,2395046
b0288,303853,304182
b2743,2868893,2869519
b2520,2647326,2652287
b4689,1639080,1639334
b1352,1418008,1418229
b2310,2427009,2427791
b3544,3706098,3707705
b2281,2395908,2396450
b4604,2303606,2303770
b1967,2035835,2036686
b1178,1227071,1227472
b4504,264026,264247
b1571,1648508,1648663
b2156,2247063,2248532
b0220,240343,240816
b1606,1680976,1681698
b2285,2401552,2402052
b0157,177001,177624
b2200,2296362,2297024
b0303,318331,318567
b2808,2941650,2942567
b0434,453589,454167
b1569,1647620,1647850
b3809,3994762,3995586
b0055,57364,58179
b0116,127912,129336
b2288,2404629,2405072
b4045,4259237,4259446
b1226,1285139,1285849
b4706,2668006,2668071
b0529,556875,557741
b0760,792316,793788
b4277,4501260,4501589
b0031,28374,29195
b0015,14168,15298
b2903,3046168,3049041
b0430,448046,448660
b3638,3811891,3812559
b1070,1129414,1129830
b3011,3155355,3156518
b2479,2599906,2600478
b1055,1116807,1117859
b2442,2558858,2560066
b3433,3573775,3574878
b1778,1862016,1862429
b3941,4132616,4133506
b2276,2390048,2391505
b3087,3237311,3238297
b2195,2292407,2292964
b0624,657555,657938
b2904,3049160,3049549
b2886,3028524,3029012
b2056,2129661,2130878
b0070,77621,78799
b1926,2005713,2006078
b0048,49823,50302
b2280,2395342,2395896
b2790,2922535,2922984
b2150,2239350,2240348
b2668,2797520,2798044
b1232,1287782,1288624
b2510,2635599,2635814
b1559,1642489,1643241
b3836,4021945,4022214
b0882,923264,925540
b2905,3049573,3050667
b2283,2397439,2400165
b2267,2381082,2381543
b0717,748979,749707
b0304,318676,320001
b2551,2684254,2685507
b4495,2011223,2012351
b1372,1429049,1432411
b0627,658947,659150
b2069,2147674,2149026
b2315,2431674,2432942
b2287,2403951,2404613
b4204,4426628,4427422
b0140,155461,156201
b3155,3299966,3300268
b0790,823736,824497
b1752,1834808,1835515
b1345,1412000,1413235
b3838,4022218,4022733
b0028,25826,26275
b4483,4023554,4024336
b2277,2391512,2393041
b3216,3362807,3365188
b0977,1036749,1037606
b3690,3869377,3870441
b0398,415750,416952
b1541,1629215,1629418
b0563,582875,583060
b3839,4022736,4023512
b3347,3476607,3477419
b2011,2082756,2084183
b0432,450663,451610
b1502,1586820,1587734
b0646,677415,678842
b1652,1728347,1728994
b1411,1480909,1482201
b0259,274101,275117
b1000,1062855,1063775
b2159,2250840,2251697
b2279,2395043,2395345
b1177,1226600,1226968
b4075,4293163,4293546
b2509,2634232,2635602
b0868,905740,906753
b4533,1636756,1636989
b0053,53416,54702
b0397,412607,415753
b2282,2396465,2397442
b0379,399025,399333
b0178,200482,200967
b3998,4198790,4199461
b0223,244327,245094
b1156,1208517,1209119
b3823,4007757,4008377
b0531,558974,559666
b2945,3090347,3091054
b2599,2737745,2738905
b4671,313141,313242
b2990,3139716,3139964
b1749,1832428,1833234
b4593,1222990,1223163
b2645,2777115,2777432
b0003,2801,3733
b4235,4457959,4459311
b2892,3036373,3038106
b2600,2738948,2740069
b2749,2873014,2873337
b3891,4080299,4081228
b0403,422518,424332
b0311,325577,327247
b3611,3784584,3785015
b2628,2763537,2765153
b3089,3239944,3241188
b2336,2451584,2452336
b0312,327261,328733
b0407,427287,427619
b1234,1289245,1290150
b0283,297770,298726
b1733,1816386,1817135
b0314,329463,331496
b3862,4045670,4046602
b2361,2474984,2475520
b0004,3734,5020
b2201,2297021,2297644
b0547,572466,572921
b0408,427647,429494
b0801,836351,837436
b3349,3477907,3478497
b3571,3737497,3739527
b4058,4271049,4273871
b2152,2241810,2242967
b1554,1639524,1640057
b3116,3263686,3265017
b1466,1536614,1537309
b0708,739507,740925
b3300,3442766,3444097
b2319,2435636,2436649
b0014,12163,14079
b3417,3550080,3552473
b1848,1930457,1930747
b3033,3176858,3177280
b0241,259045,260100
b1497,1579633,1580790
b2733,2857093,2859654
b3175,3322173,3322505
b2870,3006262,3007452
b0944,1003947,1004657
b3531,3689155,3690261
b2080,2165189,2165521
b2774,2899488,2900273
b1153,1206913,1207497
b3875,4063603,4064295
b2197,2294901,2295380
b4043,4257115,4257723
b3981,4177358,4177741
b2434,2551713,2552138
b4219,4441538,4442176
b1927,2006156,2007643
b1741,1823515,1824402
b2102,2182833,2183651
b1150,1205549,1205731
b0957,1019013,1020053
b4143,4371025,4372671
b2068,2146692,2147540
b0098,108279,110984
b4402,4640402,4640542
b2592,2731600,2734173
b3416,3547986,3550070
b2212,2308691,2309341
b1869,1952266,1952661
b0559,579880,580086
b1319,1381947,1382852
b4207,4428935,4429555
b0550,573371,573733
b0409,429505,430476
b3830,4015354,4016169
b0939,998490,999191
b1309,1370216,1371895
b1960,2030448,2030918
b1726,1808697,1809233
b0539,566098,566361
b0150,167484,169727
b2524,2656536,2656736
b3068,3214967,3215473
b3609,3783661,3784128
b1471,1544758,1545714
b2110,2190926,2191645
b3898,4089855,4090925
b0779,813526,815547
b1381,1443051,1445690
b0256,270603,271754
b0681,708334,709740
b3705,3885076,3886722
b3385,3513631,3514389
b1262,1318427,1319788
b1167,1216748,1216996
b2727,2851001,2851873
b2165,2257429,2258367
b2961,3103013,3104065
b0848,890089,890466
b4509,573730,573870
b2344,2461306,2462646
b3800,3982958,3984193
b2755,2878855,2879772
b1265,1323038,1323082
b3401,3529774,3530652
b3338,3467160,3469853
b4044,4257742,4259121
b0217,237335,238120
b1349,1413984,1414793
b1256,1314020,1314658
b0649,680212,681663
b2411,2528161,2530176
b1263,1319789,1321384
b4674,1465165,1465230
b0999,1062550,1062855
b1808,1891325,1893235
b4589,580251,580445
b2642,2773318,2775021
b0740,777740,779032
b4076,4293543,4294139
b4170,4397412,4399259
b1260,1316416,1317222
b1050,1113579,1113806
b0436,455133,456431
b0714,745935,746726
b3552,3716547,3717206
b2625,2758985,2760394
b2215,2311646,2312749
b0473,495120,496994
b0422,441101,441343
b1704,1788435,1789481
b2172,2266245,2267711
b3633,3808540,3809817
b1350,1414786,1417386
b2581,2717491,2718528
b2001,2074779,2076311
b1377,1435760,1436893
b0915,968366,969352
b0454,475982,476371
b1264,1321384,1322946
b0704,735650,736219
b2717,2842573,2843043
b1913,1992874,1994706
b4030,4240325,4240735
b1551,1637954,1638109
b0805,839249,841531
b0824,862612,863511
b2580,2716754,2717443
b1261,1317222,1318415
b3802,3986686,3987882
b0981,1042030,1044210
b3070,3215727,3216491
b1633,1711523,1712158
b2977,3123827,3124231
b1365,1425377,1425640
b4291,4514353,4516677
b2786,2915057,2917813
b1114,1170518,1173964
b3502,3648935,3650224
b2859,2995962,2996360
b0695,721730,724414
b4367,4604875,4605663
b3549,3713092,3713655
b2739,2864236,2865012
b1147,1203268,1203825
b3720,3900604,3902220
b2556,2689671,2691098
b2831,2969662,2970351
b0818,853647,854765
b2390,2511001,2511327
b0614,647484,648035
b3336,3466249,3466725
b1844,1926120,1926782
b2085,2167989,2168306
b0556,578107,578568
b3035,3178115,3179596
b2836,2973855,2976014
b3635,3810343,3811152
b2019,2090192,2091091
b4341,4571751,4571915
b1703,1787445,1788278
b4511,613942,614160
b1061,1121242,1121487
b1806,1889951,1890532
b0279,293945,294799
b0929,985894,986982
b2729,2852136,2853257
b3645,3817760,3818584
b2021,2092398,2093468
b1685,1764934,1765122
b2326,2444203,2444751
b1905,1988716,1989213
b2213,2309341,2310405
b1459,1530586,1531639
b0253,268097,268960
b1451,1520963,1523065
b3026,3170484,3171833
b3414,3545624,3546199
b2018,2089996,2090046
b1321,1384117,1385514
b4112,4332181,4333272
b1902,1986925,1987428
b2527,2658952,2659467
b1161,1212703,1213107
b1140,1199679,1200806
b4036,4247971,4249311
b0852,891967,892869
b0812,848408,848911
b2023,2094535,2095125
b0780,815739,816647
b3869,4055290,4056339
b1972,2040483,2041118
b0585,612737,613939
b0324,341125,342507
b0537,564815,565978
b1024,1089866,1092289
b1838,1922313,1922969
b2528,2659563,2659886
b2020,2091097,2092401
b0024,21181,21399
b2216,2313488,2316160
b1536,1624105,1624497
b3807,3993739,3994059
b4669,3950507,3950557
b0584,610254,612494
b2712,2835173,2837425
b1102,1159362,1161551
b2024,2095125,2095862
b4522,1335124,1335288
b2218,2317027,2319876
b1205,1258791,1259069
b2214,2310479,2311534
b4305,4530530,4531651
b2449,2563980,2564372
b2139,2227323,2228758
b1881,1966393,1967037
b4260,4484440,4485951
b2026,2096614,2097225
b3537,3698026,3698217
b4379,4614680,4615543
b3024,3169284,3169676
b2894,3038847,3039743
b2158,2249717,2250766
b2355,2471544,2472062
b3966,4163639,4165483
b0993,1053434,1056178
b0962,1024471,1026525
b2025,2095844,2096620
b3598,3771382,3771744
b2828,2965162,2966037
b1203,1256721,1257812
b1863,1946855,1947376
b0012,10830,11315
b1579,1651512,1652708
b3829,4013053,4015314
b3287,3433690,3434199
b4312,4540957,4541559
b2022,2093468,2094535
b3038,3180421,3181581
b1129,1188316,1189776
b0006,5683,6459
b2565,2701741,2702469
b0050,51229,51606
b1547,1634885,1635847
b4013,4214280,4215209
b1888,1973360,1975324
b2819,2950635,2952461
b3469,3606451,3608649
b3211,3353121,3354050
b2734,2859760,2860416
b2358,2472878,2473246
b1861,1945365,1945976
b2970,3112054,3112920
b1360,1421983,1422729
b0260,275325,276728
b0835,876710,878035
b2699,2822708,2823769
b0698,727059,728732
b2853,2993638,2993856
b3859,4042415,4043401
b2301,2419841,2420485
b4389,4625912,4627294
b2650,2784529,2785011
b1144,1201776,1202084
b4019,4223828,4227511
b1185,1232500,1233030
b1712,1795253,1795552
b4242,4467625,4470321
b2345,2463012,2464070
b0168,188712,189506
b0459,479367,479918
b4059,4274125,4274661
b2016,2088304,2089128
b0552,574737,575753
b0261,276715,277647
b0902,950340,951080
b4313,4542037,4542633
b0697,724988,727036
b4325,4555490,4556320
b2584,2719953,2722613
b4137,4365018,4365356
b1860,1944346,1945356
b1796,1879403,1879585
b0276,291500,292231
b3008,3152236,3153423
b0618,650798,651856
b2820,2952461,2956003
b4513,728732,728821
b3378,3507348,3507701
b2993,3140792,3141286
b3615,3789047,3790081
b2698,2822139,2822639
b1671,1750345,1751013
b0249,265304,265543
b1609,1682882,1684183
b0912,963828,964112
b0696,724407,724979
b1449,1519027,1520064
b2730,2853254,2854264
b2362,2475511,2475873
b3811,3996287,3997183
b1313,1374963,1376015
b0266,280385,280735
b2340,2456327,2456812
b3261,3411271,3411567
b3572,3739705,3740958
b1029,1095843,1096829
b0731,765984,767960
b2302,2420621,2421268
b0472,494405,495010
b0689,715412,715906
b1577,1650078,1650998
b2078,2162876,2164279
b2616,2751795,2753456
b2290,2407561,2408778
b0317,334525,335022
b1427,1498938,1499477
b1971,2039478,2040482
b2822,2959060,2962428
b4526,1417838,1418008
b1351,1417488,1417763
b1968,2036794,2038152
b4018,4222804,4223628
b2379,2497057,2498295
b4621,4268809,4269012
b1212,1266094,1266927
b4602,1737456,1737545
b4015,4217109,4218413
b4547,2592762,2592962
b4306,4532437,4533183
b4373,4608185,4608631
b4014,4215478,4217079
b1190,1238879,1239949
b1220,1273784,1275178
b3911,4103602,4104975
b3826,4010200,4011000
b4016,4218596,4220332
b4660,3632852,3634458
b2635,2770445,2770681
b4237,4459900,4460364
b4345,4576912,4577958
b4053,4265782,4266861
b2122,2209100,2210944
b0994,1056261,1057289
b1710,1793558,1794109
b4350,4583249,4586761
b3716,3897506,3897973
b2446,2562111,2562527
b3206,3347966,3348238
b4351,4586949,4587863
b3989,4189786,4190325
b2469,2585731,2587431
b2962,3104093,3104368
b4348,4580068,4581462
b2605,2743625,2744107
b2351,2468214,2469134
b1883,1967452,1968501
b1961,2030899,2032317
b3731,3915553,3915972
b3152,3298211,3298846
b2897,3040804,3041070
b1445,1517389,1517562
b1335,1399721,1400236
b2940,3086187,3086402
b1567,1647174,1647323
b0905,954872,956632
b4346,4577958,4579337
b3733,3917402,3918265
b2844,2984411,2985592
b3952,4146258,4147136
b2354,2471077,2471517
b4349,4581459,4583048
b2549,2679464,2682745
b1544,1633072,1633305
b1222,1275822,1277618
b2942,3086706,3087860
b3732,3915993,3917375
b2275,2389116,2389964
b3210,3350689,3353025
b2097,2177512,2178564
b2916,3059753,3060646
b1974,2042368,2042898
b1357,1420365,1420661
b2674,2800965,2801375
b0231,250898,251953
b3734,3918316,3919857
b4256,4479034,4479537
b0619,652235,653893
b3919,4110740,4111507
b1184,1231186,1232454
b1774,1857790,1858833
b1141,1200787,1201032
b2991,3139977,3140318
b0470,492092,494023
b3735,3919870,3920403
b3267,3418390,3418611
b2753,2876581,2877618
b0767,798586,799581
b0687,712987,713532
b1647,1724736,1725632
b0549,573084,573374
b4003,4201926,4203323
b1274,1331048,1333645
b3737,3920950,3921189
b1435,1506781,1508742
b0570,593328,594770
b2029,2099862,2101268
b3701,3881221,3882321
b1268,1324746,1326641
b1557,1641339,1641554
b2219,2320043,2321869
b1842,1925108,1925338
b3739,3922060,3922440
b0989,1050963,1051175
b3668,3848634,3850136
b1852,1934839,1936314
b3822,4005864,4007693
b0493,518340,519149
b1572,1648665,1648793
b0975,1035770,1036357
b4361,4600238,4600975
b3736,3920418,3920888
b0295,312112,312339
b2060,2133490,2135652
b3491,3634841,3635893
b4259,4483837,4484280
b0240,257829,257899
b4281,4506626,4506856
b2330,2447508,2448440
b0467,490285,490812
b3769,3952201,3952464
b4605,2344594,2344737
b2370,2484374,2487967
b3088,3238580,3239545
b3387,3515077,3515913
b4521,1223564,1223907
b2632,2767710,2768573
b1066,1125562,1126146
b3742,3926012,3926455
b3672,3852890,3852988
b2798,2931055,2931810
b3404,3534516,3535868
b1826,1908623,1908766
b0060,63429,65780
b1001,1064036,1065292
b2443,2560257,2560898
b1783,1866908,1868842
b3019,3163715,3165973
b3671,3851096,3852784
b4047,4260321,4260575
b2236,2348514,2348768
b1493,1570645,1572045
b2496,2618075,2618776
b3646,3818874,3819491
b2082,2167302,2167520
b3259,3409070,3409951
b1183,1230767,1231186
b3670,3850802,3851092
b1242,1298598,1299245
b1101,1157869,1159302
b4189,4416441,4416770
b2231,2336793,2339420
b1088,1146794,1147315
b1560,1643255,1644304
b1884,1968504,1969364
b0892,937994,939337
b0078,87357,87848
b3107,3255043,3255207
b4125,4350031,4351662
b3029,3173142,3173456
b1763,1844999,1846960
b2887,3029012,3030931
b1373,1432411,1432986
b0982,1044230,1044676
b0215,236067,236798
b3774,3957970,3959445
b2809,2942918,2943145
b2126,2212959,2214644
b4131,4356470,4358617
b2009,2080789,2081262
b2534,2664390,2665244
b1346,1413237,1413452
b3291,3438024,3438434
b1128,1187119,1188240
b3778,3960677,3962698
b0077,85630,87354
b2271,2385860,2386831
b4399,4636696,4638120
b1953,2024986,2025213
b0184,205126,208608
b1952,2024635,2024823
b0949,1009964,1011871
b1890,1976252,1977139
b3722,3903720,3905597
b4372,4607803,4608216
b3771,3953478,3955328
b4248,4472814,4473209
b1048,1109335,1110870
b3511,3656995,3657567
b3700,3880148,3881221
b1758,1840783,1841403
b0546,571454,572251
b0465,486536,489898
b4359,4597150,4599441
b3702,3882326,3883729
b3766,3950322,3950420
b3219,3366926,3367642
b1047,1107784,1108941
b1597,1671376,1671684
b4396,4634441,4635310
b1542,1629453,1630913
b4588,572368,572469
b1250,1309016,1310269
b2597,2737154,2737495
b3935,4124612,4126810
b3772,3955331,3956875
b1505,1588853,1590001
b3307,3446579,3446884
b3509,3655966,3656292
b3030,3173504,3175396
b1420,1491962,1492129
b0814,850450,850965
b1889,1975329,1976255
b1089,1147367,1147540
b3813,3997983,4000145
b0197,220113,220928
b1180,1228079,1228738
b3231,3378223,3378651
b1058,1119307,1119447
b3699,3877705,3880119
b0876,916473,918131
b1561,1644651,1644902
b1592,1665315,1666571
b3168,3313342,3316014
b3149,3295809,3296399
b0655,686839,687747
b0380,399593,399805
b0097,107705,108217
b4011,4213234,4213617
b1610,1684259,1685188
b0227,246712,247461
b0741,779067,779588
b0155,175107,176528
b3297,3441709,3442098
b4362,4600978,4601517
b3751,3936278,3937168
b4684,3032817,3032942
b3312,3448568,3448759
b3517,3666180,3667580
b0393,409108,410019
b4594,1223264,1223449
b2629,2765513,2765776
b2924,3068947,3069807
b3985,4179996,4180493
b0214,235535,236002
b1901,1985139,1986128
b1915,1995818,1996042
b3340,3471400,3473514
b3238,3385538,3385801
b3066,3211107,3212852
b1100,1156777,1157574
b1555,1640054,1640365
b0875,915352,916047
b0659,691874,692341
b1099,1155762,1156766
b3200,3343380,3343937
b2944,3089755,3090252
b0170,190857,191708
b2939,3085920,3086051
b3652,3825210,3827291
b3888,4077449,4078438
b1370,1427746,1428726
b4159,4386047,4389370
b3306,3446153,3446545
b4052,4264314,4265729
b3566,3731131,3732123
b3284,3431991,3432464
b3309,3447453,3447767
b4117,4338254,4340521
b0640,670574,671605
b3003,3149662,3150546
b1155,1208132,1208545
b0808,843255,845480
b3308,3446899,3447438
b4201,4425520,4425834
b1920,1999585,2000385
b0122,136570,136917
b4550,3438431,3438649
b1824,1907448,1907591
b0880,922366,922590
b3050,3192208,3192837
b0561,581534,582097
b4311,4538785,4539501
b3486,3626803,3629538
b3863,4046966,4049752
b4034,4245229,4246419
b2872,3008764,3009975
b3065,3210781,3210996
b2237,2348822,2349472
b0115,125695,127587
b2776,2901896,2903374
b1037,1100851,1101684
b3303,3444726,3445229
b2976,3121634,3123805
b1516,1605051,1606073
b2490,2611457,2611870
b1716,1799393,1799749
b0287,302991,303605
b1850,1932115,1932756
b2145,2233600,2233839
b0257,271764,272190
b1330,1394891,1395922
b3317,3450543,3451364
b0509,536586,537464
b3476,3613667,3615241
b1877,1961972,1962460
b3186,3333140,3333451
b1581,1653927,1655141
b0114,123017,125680
b4127,4352085,4352357
b4510,578327,578509
b0577,603416,604663
b3871,4058407,4060230
b0966,1028404,1028721
b1329,1393227,1394840
b1730,1812329,1813132
b4202,4425839,4426066
b3506,3653961,3654527
b0799,833070,835220
b1472,1545738,1546028
b1348,1413733,1413927
b0169,189874,190599
b1759,1841490,1841897
b0854,893784,894896
b1382,1445687,1445872
b3294,3439616,3439999
b2781,2909894,2910685
b1347,1413531,1413740
b1171,1222305,1222634
b1159,1210346,1211179
b2891,3035184,3036282
b0923,975622,976326
b4290,4513406,4514308
b0858,897989,898477
b0637,668719,669036
b4599,1622646,1622741
b2954,3096681,3097274
b4580,390251,391708
b2643,2775919,2776377
b1131,1190616,1191986
b1717,1799802,1799999
b0922,974319,975641
b0830,869411,870949
b0218,238746,239084
b3165,3311415,3311684
b3228,3376279,3376776
b3647,3819488,3821170
b4683,2989819,2989899
b2626,2760547,2761173
b2499,2621197,2622234
b3636,3811250,3811417
b3421,3556853,3558079
b1294,1355467,1357110
b4590,720583,720840
b3310,3447778,3448149
b1580,1652896,1653915
b0599,632389,633477
b2359,2473604,2473966
b4005,4204642,4205931
b1718,1800096,1800638
b1123,1181783,1182829
b3573,3741109,3741582
b1282,1342658,1342984
b0727,761522,762739
b2188,2284376,2286136
b2002,2076308,2076754
b1849,1930881,1932059
b3342,3474178,3474552
b2548,2678384,2679367
b4186,4413028,4414191
b3302,3444543,3444722
b0720,753185,754468
b3484,3624378,3625514
b1366,1425621,1425980
b2500,2622234,2622872
b3983,4178447,4178875
b0039,39244,40386
b4088,4311107,4312042
b4223,4447976,4448245
b1507,1590854,1592176
b1612,1686731,1688377
b0043,44180,45466
b4107,4325298,4325741
b1151,1205731,1206204
b0522,551527,552594
b3339,3470145,3471329
b0036,35377,36162
b1754,1836073,1837239
b2986,3134131,3134823
b3230,3377815,3378207
b0728,763014,764180
b0044,45463,45750
b2862,2997689,2997988
b0523,552591,553100
b2185,2282517,2282801
b0038,37898,39115
b2309,2426006,2426788
b2767,2893919,2894179
b3305,3445607,3446140
b1136,1195123,1196373
b0035,34781,35371
b2408,2525127,2525891
b2557,2691656,2695543
b0145,160149,160604
b1518,1606999,1607289
b2131,2218564,2219481
b2099,2180095,2181099
b4391,4628855,4630522
b0118,131615,134212
b0836,878248,878631
b4354,4589129,4591279
b2312,2428721,2430238
b3591,3759858,3761249
b1060,1120701,1120955
b0592,623554,624510
b1836,1921780,1922016
b4200,4425118,4425513
b0729,764180,765049
b3446,3584759,3585043
b2476,2596905,2597618
b3315,3449901,3450233
b2679,2807132,2808124
b1687,1765629,1768685
b3320,3452297,3452926
b0726,758706,761507
b3191,3336963,3337256
b3185,3332862,3333119
b1771,1854991,1855971
b3020,3166111,3167718
b1327,1390933,1391853
b4147,4375699,4376265
b3686,3866469,3866897
b0927,983650,984297
b1164,1215789,1216025
b2109,2188430,2190910
b3316,3450248,3450526
b1415,1488232,1489671
b4227,4449962,4450918
b0791,824630,825040
b3314,3449182,3449883
b3153,3298974,3299492
b1781,1864782,1865636
b0327,345404,345649
b2346,2464252,2465007
b3304,3445244,3445597
b0963,1026557,1027015
b1857,1941651,1942583
b0187,211877,212266
b1204,1257929,1258513
b1552,1638455,1638667
b0207,229167,229970
b4670,4392892,4392945
b1051,1113807,1114181
b1480,1555826,1555963
b3012,3156623,3157450
b0158,177662,178462
b4523,1335291,1335458
b3299,3442618,3442734
b3400,3529348,3529749
b1651,1727837,1728244
b0056,58474,59124
b1342,1408050,1409033
b2609,2745937,2746185
b0212,234027,234782
b1487,1560931,1562481
b3538,3698214,3699893
b3703,3884336,3884476
b3687,3867009,3867422
b1009,1070965,1071765
b2160,2251700,2252788
b0587,618254,619387
b3301,3444105,3444539
b3202,3344717,3346150
b2177,2272364,2274178
b0498,527581,527949
b2569,2705325,2707124
b0990,1051461,1051673
b0873,912162,913814
b3483,3623399,3623782
b0950,1012001,1013254
b3298,3442115,3442471
b3367,3497003,3497809
b0152,170575,171465
b3039,3181619,3182434
b3936,4127013,4127225
b1829,1911695,1912576
b3212,3354725,3359185
b2971,3113067,3113477
b4218,4439872,4441215
b3986,4180560,4180925
b3073,3219494,3220873
b1310,1371909,1373201
b2856,2994937,2995092
b0884,926225,926443
b2719,2843443,2844210
b1444,1515578,1517002
b2659,2788985,2789962
b3162,3305971,3307860
b0484,508875,511379
b3980,4175944,4177128
b2829,2966188,2968434
b3458,3596451,3597560
b2347,2465301,2466233
b3321,3452959,3453270
b1380,1441854,1442843
b1010,1071773,1072159
b2071,2151185,2151646
b2511,2635884,2637356
b3192,3337256,3337891
b3637,3811438,3811674
b0167,185978,188650
b3770,3952484,3953413
b4329,4559539,4560000
b4203,4426108,4426557
b2722,2846489,2847412
b1007,1069860,1070354
b1802,1884665,1885789
b3170,3317554,3318006
b3193,3337910,3338461
b0172,192872,193429
b4093,4315104,4315538
b0072,79464,80864
b3383,3511439,3512344
b0191,214833,215255
b3061,3206463,3207374
b3213,3359198,3360616
b1673,1751728,1753830
b4173,4400672,4401952
b2682,2809617,2810354
b3590,3758017,3759861
b3870,4056625,4058034
b0074,81958,83529
b1454,1526247,1526864
b3341,3473542,3474081
b1854,1937649,1939091
b1748,1830762,1831982
b1314,1376034,1376822
b2576,2712896,2714230
b1833,1916258,1917541
b3318,3451382,3451684
b0450,472598,472936
b0073,80867,81958
b1085,1144502,1144822
b3319,3451681,3452286
b2718,2843036,2843446
b1011,1072171,1072863
b0753,784937,785317
b3180,3327790,3328083
b3661,3839175,3839993
b0953,1015715,1015882
b3053,3196801,3199641
b0075,83622,83708
b0319,335925,336788
b4375,4609414,4611003
b1241,1295446,1298121
b1008,1070365,1070955
b4622,4304128,4304403
b4161,4390457,4391509
b0951,1013259,1014899
b0023,20815,21078
b1223,1277957,1279348
b3460,3598555,3599658
b4548,2776877,2777077
b3296,3441055,3441675
b2721,2844762,2846471
b2553,2687070,2687408
b3055,3201207,3201827
b1343,1409511,1410884
b4261,4486218,4487318
b2606,2744183,2744530
b1988,2061016,2061933
b0071,78848,79453
b3492,3636208,3637410
b3984,4178879,4179583
b3062,3207371,3207976
b1539,1627517,1628263
b2123,2211225,2211686
b0573,597131,597463
b3203,3346173,3346460
b1012,1072863,1074011
b4054,4267114,4268307
b1271,1328354,1329112
b3311,3448314,3448568
b2724,2849238,2849849
b1469,1542672,1544060
b4482,4000292,4001056
b0941,1001807,1002877
b3240,3386221,3388188
b0911,961995,963668
b0340,359489,359959
b1311,1373222,1374103
b2823,2962441,2962764
b3313,3448759,3449169
b1676,1755698,1757110
b0339,358799,359458
b3159,3302489,3303367
b2825,2963153,2963716
b3410,3542728,3542964
b1211,1265012,1266094
b0341,359992,361146
b3543,3704771,3705790
b2941,3086399,3086650
b1113,1169412,1170374
b4122,4345680,4347326
b1757,1839467,1840774
b2849,2989935,2990360
b0293,310084,310671
b2683,2810344,2810679
b1830,1912768,1914816
b3678,3856911,3858404
b3485,3625679,3626803
b2562,2699663,2699923
b0381,399829,400923
b0903,951272,953554
b4214,4436755,4437495
b2299,2418634,2419176
b4318,4547742,4548272
b1834,1917510,1920143
b0819,854824,855744
b1681,1760520,1761791
b1244,1302899,1303819
b4582,2068635,2068940
b0090,99644,100711
b2720,2844210,2844752
b1684,1764018,1764386
b4263,4488561,4490063
b3142,3287426,3288010
b0952,1014896,1015459
b1856,1940313,1941635
b1498,1580842,1582524
b2307,2424517,2425233
b1776,1860256,1861332
b3208,3349081,3349809
b0356,378462,379571
b2424,2541679,2542512
b3353,3483202,3484224
b0719,752229,752795
b0598,629894,631999
b2134,2223938,2224870
b0367,386971,387798
b1859,1943414,1944199
b1668,1747131,1748735
b0088,97087,98403
b2723,2847415,2849241
b2764,2890099,2891898
b2334,2450587,2451075
b0795,828974,829972
b2519,2645013,2647325
b2810,2943337,2944542
b0856,896134,897087
b1097,1154112,1155134
b1611,1685185,1686588
b0368,387795,388646
b0136,151003,151599
b3241,3388194,3389126
b1782,1865726,1866472
b2752,2875421,2876329
b4033,4243531,4245075
b0925,981047,982894
b3956,4150447,4153098
b1919,1998494,1999480
b1503,1587793,1588296
b0328,345666,346337
b1677,1757421,1757657
b4083,4304612,4306597
b2546,2675827,2676825
b1488,1562495,1563076
b4376,4611396,4612001
b3801,3984352,3986007
b2111,2191680,2192222
b0092,102233,103153
b1682,1761766,1762512
b0792,825002,826108
b1019,1083376,1084647
b0841,882792,883388
b2665,2796337,2796786
b2521,2652494,2653339
b0292,309358,310026
b0942,1002889,1003431
b1278,1339330,1340094
b1679,1758874,1759290
b2308,2425230,2425916
b0289,304495,305205
b4150,4377811,4378944
b4410,4376317,4376442
b2423,2540804,2541679
